"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","6258","0.0-0.0","2256","8049543","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","15381","0.0-1.0","2256","8049543","[object Object]","[object Object]","1","9116","Welcome to the experiment. Press any key to begin.","27","",""
"","survey-text","2","19091","0.0-2.0","2256","8049543","[object Object]","[object Object]","1","3702","","","{""Q0"":""A1ZWDUFNFILYJJ""}",""
"","html-button-response","3","20772","0.0-3.0","2256","8049543","[object Object]","[object Object]","1","1673","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","58300","0.0-4.0","2256","8049543","[object Object]","[object Object]","1","37524","","","{""Q0"":""25"",""Q1"":""INDIAN"",""Q2"":""ENGLISH"",""Q3"":""BACHALOR ""}",""
"","survey-likert","5","61173","0.0-5.0","2256","8049543","[object Object]","[object Object]","1","2866","","","{""Q0"":0}",""
"","html-keyboard-response","6","72736","0.0-6.0","2256","8049543","[object Object]","[object Object]","1","11561","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","27","",""
"","video","7","109070","0.0-7.0-0.0","2256","8049543","[object Object]","[object Object]","1","","[""clips/2017-07-06-110834943320-thinking.mp4""]","","",""
"","survey-text","8","147943","0.0-7.0-1.0","2256","8049543","[object Object]","[object Object]","1","38868","","","{""Q0"":""THIS HAS NO SOUND AND TWO DRAW PICTURE""}",""
"","video","9","185535","0.0-7.0-0.1","2256","8049543","[object Object]","[object Object]","1","","[""clips/2017-06-13-110008089945-fight.mp4""]","","",""
"","survey-text","10","211368","0.0-7.0-1.1","2256","8049543","[object Object]","[object Object]","1","25832","","","{""Q0"":""2 CHILDREN HAS PLAYED IN THIS GAME""}",""
"","video","11","242533","0.0-7.0-0.2","2256","8049543","[object Object]","[object Object]","1","","[""clips/2017-06-06-150808383862-fight.mp4""]","","",""
"","survey-text","12","260442","0.0-7.0-1.2","2256","8049543","[object Object]","[object Object]","1","17904","","","{""Q0"":""IM SEEING IN THW 2 MEMBERS HAS CHAT IN GAME""}",""
"","video","13","291199","0.0-7.0-0.3","2256","8049543","[object Object]","[object Object]","1","","[""clips/2017-06-27-143652394670-turntaking.mp4""]","","",""
"","survey-text","14","306609","0.0-7.0-1.3","2256","8049543","[object Object]","[object Object]","1","15406","","","{""Q0"":""THIS VIDEO HAS TWO CHILDREN ARE GAME""}",""
"","html-keyboard-response","15","312526","0.0-8.0","2256","8049543","[object Object]","[object Object]","1","5906","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you skeleton versions of videos of social interactions showing stick-men figures. <br /> Other participants will have watched the original videos of real people. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","27","",""
