"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","2481","0.0-0.0","3464","1006999","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","4768","0.0-1.0","3464","1006999","[object Object]","[object Object]","1","2277","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","14463","0.0-2.0","3464","1006999","[object Object]","[object Object]","1","9690","","","{""Q0"":""A3Q8C7JAAX3DGB""}",""
"","html-button-response","3","15639","0.0-3.0","3464","1006999","[object Object]","[object Object]","1","1171","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","32978","0.0-4.0","3464","1006999","[object Object]","[object Object]","1","17336","","","{""Q0"":""32"",""Q1"":""american"",""Q2"":""english"",""Q3"":""college""}",""
"","survey-likert","5","34742","0.0-5.0","3464","1006999","[object Object]","[object Object]","1","1761","","","{""Q0"":0}",""
"","html-keyboard-response","6","35869","0.0-6.0","3464","1006999","[object Object]","[object Object]","1","1124","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","68964","0.0-7.0-0.0","3464","1006999","[object Object]","[object Object]","1","","[""clips/2017-07-06-093740908665-demonstratemanhandle.mp4""]","","",""
"","survey-text","8","78656","0.0-7.0-1.0","3464","1006999","[object Object]","[object Object]","1","9688","","","{""Q0"":""they were playin""}",""
"","video","9","105703","0.0-7.0-0.1","3464","1006999","[object Object]","[object Object]","1","","[""clips/2017-06-20-140956193720-showingfight.mp4""]","","",""
"","survey-text","10","114659","0.0-7.0-1.1","3464","1006999","[object Object]","[object Object]","1","8952","","","{""Q0"":""nothing""}",""
"","video","11","153849","0.0-7.0-0.2","3464","1006999","[object Object]","[object Object]","1","","[""clips/2017-07-05-102437565816-gestures.mp4""]","","",""
"","survey-text","12","157961","0.0-7.0-1.2","3464","1006999","[object Object]","[object Object]","1","4109","","","{""Q0"":""no""}",""
"","video","13","214200","0.0-7.0-0.3","3464","1006999","[object Object]","[object Object]","1","","[""clips/2017-06-29-105524492596-1task1watch.mp4""]","","",""
"","survey-text","14","215342","0.0-7.0-1.3","3464","1006999","[object Object]","[object Object]","1","1138","","","{""Q0"":""""}",""
"","html-keyboard-response","15","216775","0.0-8.0","3464","1006999","[object Object]","[object Object]","1","1430","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you skeleton versions of videos of social interactions showing stick-men figures. <br /> Other participants will have watched the original videos of real people. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","66","",""
