"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","5427","0.0-0.0","2423","2706412","[object Object]","[object Object]","4","","","","",""
"","html-keyboard-response","1","12870","0.0-1.0","2423","2706412","[object Object]","[object Object]","4","7435","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","25806","0.0-2.0","2423","2706412","[object Object]","[object Object]","4","12932","","","{""Q0"":""A3VP9N0C2FZ1CH""}",""
"","html-button-response","3","28016","0.0-3.0","2423","2706412","[object Object]","[object Object]","4","2202","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","84310","0.0-4.0","2423","2706412","[object Object]","[object Object]","4","56291","","","{""Q0"":""28"",""Q1"":""american"",""Q2"":""english"",""Q3"":""doctorate""}",""
"","survey-likert","5","87402","0.0-5.0","2423","2706412","[object Object]","[object Object]","4","3084","","","{""Q0"":0}",""
"","html-keyboard-response","6","88503","0.0-6.0","2423","2706412","[object Object]","[object Object]","4","1097","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","247149","0.0-7.0-0.0","2423","2706412","[object Object]","[object Object]","4","","[""clips/raw-2017-07-06-110834943320-thinking.mp4""]","","",""
"","survey-text","8","251978","0.0-7.0-1.0","2423","2706412","[object Object]","[object Object]","4","4823","","","{""Q0"":""good""}",""
"","survey-text","9","280205","0.0-7.0-2.0","2423","2706412","[object Object]","[object Object]","4","28221","","","{""Q0"":""8 years""}",""
