"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","4097","0.0-0.0","8766","672148","[object Object]","[object Object]","3","","","","",""
"","html-keyboard-response","1","7074","0.0-1.0","8766","672148","[object Object]","[object Object]","3","2968","Welcome to the experiment. Press any key to begin.","16","",""
"","survey-text","2","25460","0.0-2.0","8766","672148","[object Object]","[object Object]","3","18380","","","{""Q0"":""A12X0FLEDDVFPI""}",""
"","html-button-response","3","54402","0.0-3.0","8766","672148","[object Object]","[object Object]","3","28940","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","88084","0.0-4.0","8766","672148","[object Object]","[object Object]","3","33678","","","{""Q0"":""25"",""Q1"":""Indian"",""Q2"":""Tamil"",""Q3"":""Bachelors Degree""}",""
"","survey-likert","5","90530","0.0-5.0","8766","672148","[object Object]","[object Object]","3","2442","","","{""Q0"":0}",""
"","html-keyboard-response","6","100264","0.0-6.0","8766","672148","[object Object]","[object Object]","3","9731","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","13","",""
"","video","7","146756","0.0-7.0-0.0","8766","672148","[object Object]","[object Object]","3","","[""clips/raw-2017-06-27-143652394670-turntaking.mp4""]","","",""
"","survey-text","8","293321","0.0-7.0-1.0","8766","672148","[object Object]","[object Object]","3","146561","","","{""Q0"":""2 Children are drawing by using the electronic touch screen device""}",""
"","video","9","334837","0.0-7.0-0.1","8766","672148","[object Object]","[object Object]","3","","[""clips/raw-2017-07-05-102437565816-gestures.mp4""]","","",""
"","survey-text","10","390671","0.0-7.0-1.1","8766","672148","[object Object]","[object Object]","3","55831","","","{""Q0"":""a boy and a girl playing together, a boy playing very fast than the girl,the girl got pain in her hand finally""}",""
"","video","11","432259","0.0-7.0-0.2","8766","672148","[object Object]","[object Object]","3","","[""clips/raw-2017-06-16-110134843091-turntaking.mp4""]","","",""
"","survey-text","12","465432","0.0-7.0-1.2","8766","672148","[object Object]","[object Object]","3","33162","","","{""Q0"":""two children are playing very calm and gently""}",""
"","video","13","506719","0.0-7.0-0.3","8766","672148","[object Object]","[object Object]","3","","[""clips/raw-2017-05-18-152118060656-independentdistress.mp4""]","","",""
"","survey-text","14","547724","0.0-7.0-1.3","8766","672148","[object Object]","[object Object]","3","40998","","","{""Q0"":""the girl plays more easily than the boy ,i think the girl is more clever""}",""
"","html-keyboard-response","15","556394","0.0-8.0","8766","672148","[object Object]","[object Object]","3","8668","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","32","",""
