"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","3241","0.0-0.0","187","8781510","[object Object]","[object Object]","4","","","","",""
"","html-keyboard-response","1","4966","0.0-1.0","187","8781510","[object Object]","[object Object]","4","1723","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","12997","0.0-2.0","187","8781510","[object Object]","[object Object]","4","8029","","","{""Q0"":""ABPN0L4LP58U""}",""
"","html-button-response","3","95740","0.0-3.0","187","8781510","[object Object]","[object Object]","4","82742","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","105243","0.0-4.0","187","8781510","[object Object]","[object Object]","4","9501","","","{""Q0"":""30"",""Q1"":""US"",""Q2"":""English"",""Q3"":""Bachelors""}",""
"","survey-likert","5","108258","0.0-5.0","187","8781510","[object Object]","[object Object]","4","3014","","","{""Q0"":0}",""
"","html-keyboard-response","6","177614","0.0-6.0","187","8781510","[object Object]","[object Object]","4","69354","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","218991","0.0-7.0-0.0","187","8781510","[object Object]","[object Object]","4","","[""clips/raw-2017-06-06-150808383862-fight.mp4""]","","",""
"","survey-text","8","244283","0.0-7.0-1.0","187","8781510","[object Object]","[object Object]","4","25290","","","{""Q0"":""One was a bit greedy and overexcited, and the other was reserved and just happy to be there.""}",""
"","survey-text","9","246793","0.0-7.0-2.0","187","8781510","[object Object]","[object Object]","4","2509","","","{""Q0"":""5""}",""
"","survey-likert","10","251111","0.0-7.0-3.0","187","8781510","[object Object]","[object Object]","4","4316","","","{""Q0"":0}",""
"","survey-likert","11","254123","0.0-7.0-4.0","187","8781510","[object Object]","[object Object]","4","3011","","","{""Q0"":0}",""
"","survey-likert","12","257108","0.0-7.0-5.0","187","8781510","[object Object]","[object Object]","4","2983","","","{""Q0"":2}",""
"","survey-likert","13","262464","0.0-7.0-6.0","187","8781510","[object Object]","[object Object]","4","5354","","","{""Q0"":1,""Q1"":3}",""
"","survey-likert","14","284410","0.0-7.0-7.0","187","8781510","[object Object]","[object Object]","4","21941","","","{""Q0"":3,""Q1"":2}",""
"","survey-likert","15","289018","0.0-7.0-8.0","187","8781510","[object Object]","[object Object]","4","4606","","","{""Q0"":1,""Q1"":3}",""
"","survey-likert","16","297964","0.0-7.0-9.0","187","8781510","[object Object]","[object Object]","4","8945","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","17","300979","0.0-7.0-10.0","187","8781510","[object Object]","[object Object]","4","3012","","","{""Q0"":1,""Q1"":2}",""
"","survey-likert","18","304385","0.0-7.0-11.0","187","8781510","[object Object]","[object Object]","4","3404","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","19","308315","0.0-7.0-12.0","187","8781510","[object Object]","[object Object]","4","3922","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","20","310920","0.0-7.0-13.0","187","8781510","[object Object]","[object Object]","4","2602","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","21","314054","0.0-7.0-14.0","187","8781510","[object Object]","[object Object]","4","3132","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","22","320613","0.0-7.0-15.0","187","8781510","[object Object]","[object Object]","4","6557","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","23","323866","0.0-7.0-16.0","187","8781510","[object Object]","[object Object]","4","3249","","","{""Q0"":3,""Q1"":3}",""
"","video","24","365429","0.0-7.0-0.1","187","8781510","[object Object]","[object Object]","4","","[""clips/raw-2017-06-06-145135235899-independent.mp4""]","","",""
"","survey-text","25","372581","0.0-7.0-1.1","187","8781510","[object Object]","[object Object]","4","7150","","","{""Q0"":""They did their own thing, together.""}",""
"","survey-text","26","374617","0.0-7.0-2.1","187","8781510","[object Object]","[object Object]","4","2033","","","{""Q0"":""5""}",""
"","survey-likert","27","376587","0.0-7.0-3.1","187","8781510","[object Object]","[object Object]","4","1967","","","{""Q0"":0}",""
"","survey-likert","28","387895","0.0-7.0-4.1","187","8781510","[object Object]","[object Object]","4","11307","","","{""Q0"":1}",""
"","survey-likert","29","391186","0.0-7.0-5.1","187","8781510","[object Object]","[object Object]","4","3289","","","{""Q0"":1}",""
