"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","7998","0.0-0.0","1724","5872559","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","9874","0.0-1.0","1724","5872559","[object Object]","[object Object]","1","1872","Welcome to the experiment. Press any key to begin.","40","",""
"","survey-text","2","24588","0.0-2.0","1724","5872559","[object Object]","[object Object]","1","14712","","","{""Q0"":""ALS7DO6DSBXSV""}",""
"","html-button-response","3","30132","0.0-3.0","1724","5872559","[object Object]","[object Object]","1","5540","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","47356","0.0-4.0","1724","5872559","[object Object]","[object Object]","1","17222","","","{""Q0"":""29"",""Q1"":""American"",""Q2"":""English"",""Q3"":""Bachelor's Degree""}",""
"","survey-likert","5","50552","0.0-5.0","1724","5872559","[object Object]","[object Object]","1","3194","","","{""Q0"":0}",""
"","html-keyboard-response","6","55618","0.0-6.0","1724","5872559","[object Object]","[object Object]","1","5064","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","40","",""
"","video","7","87372","0.0-7.0-0.0","1724","5872559","[object Object]","[object Object]","1","","[""clips/2017-06-13-110008089945-fight.mp4""]","","",""
"","survey-text","8","125622","0.0-7.0-1.0","1724","5872559","[object Object]","[object Object]","1","38246","","","{""Q0"":""It looked like they were interacting with an iPad or something on a table. Pressing buttons and trying to accomplish something. Not sure what.""}",""
"","video","9","154840","0.0-7.0-0.1","1724","5872559","[object Object]","[object Object]","1","","[""clips/2017-06-06-145135235899-independent.mp4""]","","",""
"","survey-text","10","182432","0.0-7.0-1.1","1724","5872559","[object Object]","[object Object]","1","27588","","","{""Q0"":""It looked like they were petting an animal or cleaning something while sitting down. Having a hard time figuring out what they might be doing.""}",""
"","video","11","212776","0.0-7.0-0.2","1724","5872559","[object Object]","[object Object]","1","","[""clips/2017-06-16-110134843091-turntaking.mp4""]","","",""
"","survey-text","12","244144","0.0-7.0-1.2","1724","5872559","[object Object]","[object Object]","1","31366","","","{""Q0"":""One of them was kneeling in the beginning of the interaction and then he kept shuffling his way of sitting. Looked like that child was the \""leader\"" in the interaction. They were doing something with their hands but I'm not sure what.""}",""
"","video","13","274572","0.0-7.0-0.3","1724","5872559","[object Object]","[object Object]","1","","[""clips/2017-06-06-150808383862-fight.mp4""]","","",""
"","survey-text","14","312280","0.0-7.0-1.3","1724","5872559","[object Object]","[object Object]","1","37706","","","{""Q0"":""It looked like the children were huddled in front of fire or something and one of them put their hands in it. Then the other child tried to push the other's hand off of it. They were very panicky and erratic in their movements afterwards.""}",""
"","html-keyboard-response","15","316768","0.0-8.0","1724","5872559","[object Object]","[object Object]","1","4484","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you skeleton versions of videos of social interactions showing stick-men figures. <br /> Other participants will have watched the original videos of real people. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","40","",""
