"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","7052","0.0-0.0","4868","6385644","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","8454","0.0-1.0","4868","6385644","[object Object]","[object Object]","1","1398","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","16462","0.0-2.0","4868","6385644","[object Object]","[object Object]","1","8006","","","{""Q0"":""A1B2V27QSGPT6W""}",""
"","html-button-response","3","22278","0.0-3.0","4868","6385644","[object Object]","[object Object]","1","5814","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","32788","0.0-4.0","4868","6385644","[object Object]","[object Object]","1","10508","","","{""Q0"":""28"",""Q1"":""American"",""Q2"":""English"",""Q3"":""college""}",""
"","survey-likert","5","35078","0.0-5.0","4868","6385644","[object Object]","[object Object]","1","2286","","","{""Q0"":0}",""
"","html-keyboard-response","6","39516","0.0-6.0","4868","6385644","[object Object]","[object Object]","1","4436","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","67914","0.0-7.0-0.0","4868","6385644","[object Object]","[object Object]","1","","[""clips/2017-07-05-102437565816-gestures.mp4""]","","",""
"","survey-text","8","91484","0.0-7.0-1.0","4868","6385644","[object Object]","[object Object]","1","23564","","","{""Q0"":""The one on the right is considerably more timid than the one on the left.""}",""
"","video","9","123842","0.0-7.0-0.1","4868","6385644","[object Object]","[object Object]","1","","[""clips/2017-07-06-110834943320-thinking.mp4""]","","",""
"","survey-text","10","141546","0.0-7.0-1.1","4868","6385644","[object Object]","[object Object]","1","17702","","","{""Q0"":""It looks like there is something in between them, like maybe a checkerboard.""}",""
"","video","11","170302","0.0-7.0-0.2","4868","6385644","[object Object]","[object Object]","1","","[""clips/2017-06-20-105505400084-showing.mp4""]","","",""
"","survey-text","12","182088","0.0-7.0-1.2","4868","6385644","[object Object]","[object Object]","1","11784","","","{""Q0"":""They are both focused very intently.""}",""
"","video","13","212396","0.0-7.0-0.3","4868","6385644","[object Object]","[object Object]","1","","[""clips/2017-06-27-143652394670-turntaking.mp4""]","","",""
"","survey-text","14","265958","0.0-7.0-1.3","4868","6385644","[object Object]","[object Object]","1","53560","","","{""Q0"":""They both seem fairly content about whatever they are doing.""}",""
"","html-keyboard-response","15","273806","0.0-8.0","4868","6385644","[object Object]","[object Object]","1","7846","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you skeleton versions of videos of social interactions showing stick-men figures. <br /> Other participants will have watched the original videos of real people. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","32","",""
