"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","2801","0.0-0.0","9998","1832677","[object Object]","[object Object]","3","","","","",""
"","html-keyboard-response","1","4466","0.0-1.0","9998","1832677","[object Object]","[object Object]","3","1661","Welcome to the experiment. Press any key to begin.","72","",""
"","survey-text","2","7308","0.0-2.0","9998","1832677","[object Object]","[object Object]","3","2841","","","{""Q0"":""A27QBYDLN5V11F""}",""
"","html-button-response","3","15968","0.0-3.0","9998","1832677","[object Object]","[object Object]","3","8659","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","35971","0.0-4.0","9998","1832677","[object Object]","[object Object]","3","20002","","","{""Q0"":""36"",""Q1"":""American"",""Q2"":""English"",""Q3"":""Trade school""}",""
"","survey-likert","5","41306","0.0-5.0","9998","1832677","[object Object]","[object Object]","3","5333","","","{""Q0"":1}",""
"","html-keyboard-response","6","44130","0.0-6.0","9998","1832677","[object Object]","[object Object]","3","2824","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","71","",""
"","video","7","83984","0.0-7.0-0.0","9998","1832677","[object Object]","[object Object]","3","","[""clips/raw-2017-05-18-152118060656-independentdistress.mp4""]","","",""
"","survey-text","8","199488","0.0-7.0-1.0","9998","1832677","[object Object]","[object Object]","3","115502","","","{""Q0"":""I noticed the girl in the video did not interact with anything other than the screen.  She did not look at her surroundings of the boy.  The boy watched the girl, interacted minimally with the screen and the looked at his surroundings.  The boy then repeated that process, look at girl, interact with screen, look at surroundings.""}",""
"","video","9","236964","0.0-7.0-0.1","9998","1832677","[object Object]","[object Object]","3","","[""clips/raw-2017-07-05-102437565816-gestures.mp4""]","","",""
"","survey-text","10","334976","0.0-7.0-1.1","9998","1832677","[object Object]","[object Object]","3","98008","","","{""Q0"":""The children did not interact with each other.  The boy seemed intent on the rubbing the screen very hard.  He did look at the girl near the end of the video.  The girl attempted to complete a task but quickly gave up and interacted with someone off screen.""}",""
"","video","11","374254","0.0-7.0-0.2","9998","1832677","[object Object]","[object Object]","3","","[""clips/raw-2017-06-06-150808383862-fight.mp4""]","","",""
"","survey-text","12","485244","0.0-7.0-1.2","9998","1832677","[object Object]","[object Object]","3","110987","","","{""Q0"":""I noticed that the boy in the yellow vest smiled a lot more during this interaction.  He wanted to interact with the screen however the boy in the red vest was obviously the leader of the two and would not allow the boy in the yellow to  play very much.  The boy in the red took control of the screen to a large extent and did not smile as much as the boy in the yellow.""}",""
"","video","13","518102","0.0-7.0-0.3","9998","1832677","[object Object]","[object Object]","3","","[""clips/raw-2017-06-23-104918496756-independent.mp4""]","","",""
"","survey-text","14","737992","0.0-7.0-1.3","9998","1832677","[object Object]","[object Object]","3","219887","","","{""Q0"":""Both of the children in this situation interacted continuously with the screen.  Neither child interacted with each other or their environment.  Neither child seem to dominate the play on the screen.""}",""
"","html-keyboard-response","15","746651","0.0-8.0","9998","1832677","[object Object]","[object Object]","3","8657","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","71","",""
