"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","2235","0.0-0.0","84","9291094","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","4052","0.0-1.0","84","9291094","[object Object]","[object Object]","1","1806","Welcome to the experiment. Press any key to begin.","13","",""
"","survey-text","2","7939","0.0-2.0","84","9291094","[object Object]","[object Object]","1","3884","","","{""Q0"":""A1USR9JCAMDGM3""}",""
"","html-button-response","3","10835","0.0-3.0","84","9291094","[object Object]","[object Object]","1","2892","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","29223","0.0-4.0","84","9291094","[object Object]","[object Object]","1","18384","","","{""Q0"":""32"",""Q1"":""American"",""Q2"":""English"",""Q3"":""High school diploma""}",""
"","survey-likert","5","31066","0.0-5.0","84","9291094","[object Object]","[object Object]","1","1840","","","{""Q0"":1}",""
"","html-keyboard-response","6","32585","0.0-6.0","84","9291094","[object Object]","[object Object]","1","1517","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","64335","0.0-7.0-0.0","84","9291094","[object Object]","[object Object]","1","","[""clips/2017-06-13-110008089945-fight.mp4""]","","",""
"","survey-text","8","86933","0.0-7.0-1.0","84","9291094","[object Object]","[object Object]","1","22591","","","{""Q0"":""I noticed that they were doing something with their hands.  They interacted with each other often.""}",""
"","video","9","114459","0.0-7.0-0.1","84","9291094","[object Object]","[object Object]","1","","[""clips/2017-07-05-102437565816-gestures.mp4""]","","",""
"","survey-text","10","151613","0.0-7.0-1.1","84","9291094","[object Object]","[object Object]","1","37148","","","{""Q0"":""I noticed that they were hitting something then moving something.  They had a lot of movements with their hands, I wasn't quite sure what they were doing though.""}",""
"","video","11","176237","0.0-7.0-0.2","84","9291094","[object Object]","[object Object]","1","","[""clips/2017-06-20-140956193720-showingfight.mp4""]","","",""
"","survey-text","12","213057","0.0-7.0-1.2","84","9291094","[object Object]","[object Object]","1","36817","","","{""Q0"":""I noticed that they were doing a lot of the same movements. The movements were pretty quick, so it was hard for me to tell what exactly it was.""}",""
"","video","13","242043","0.0-7.0-0.3","84","9291094","[object Object]","[object Object]","1","","[""clips/2017-06-20-105505400084-showing.mp4""]","","",""
"","survey-text","14","269728","0.0-7.0-1.3","84","9291094","[object Object]","[object Object]","1","27678","","","{""Q0"":""I noticed that the movements were a lot slower on this interaction.  It looked as though they were pressing something and taking turns doing the same thing.""}",""
"","html-keyboard-response","15","271921","0.0-8.0","84","9291094","[object Object]","[object Object]","1","2191","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you skeleton versions of videos of social interactions showing stick-men figures. <br /> Other participants will have watched the original videos of real people. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","13","",""
