"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","3864","0.0-0.0","2755","3755856","[object Object]","[object Object]","4","","","","",""
"","html-keyboard-response","1","5835","0.0-1.0","2755","3755856","[object Object]","[object Object]","4","1947","Welcome to the experiment. Press any key to begin.","83","",""
"","survey-text","2","18941","0.0-2.0","2755","3755856","[object Object]","[object Object]","4","13099","","","{""Q0"":""AAJ1ZQECDZBEE""}",""
"","html-button-response","3","25699","0.0-3.0","2755","3755856","[object Object]","[object Object]","4","6752","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","48694","0.0-4.0","2755","3755856","[object Object]","[object Object]","4","22989","","","{""Q0"":""42"",""Q1"":""usa"",""Q2"":""english"",""Q3"":""BA degree""}",""
"","survey-likert","5","51761","0.0-5.0","2755","3755856","[object Object]","[object Object]","4","3063","","","{""Q0"":0}",""
"","html-keyboard-response","6","57268","0.0-6.0","2755","3755856","[object Object]","[object Object]","4","5505","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","74","",""
"","video","7","94021","0.0-7.0-0.0","2755","3755856","[object Object]","[object Object]","4","","[""clips/raw-2017-06-26-112331105839-1task1watch.mp4""]","","",""
"","survey-text","8","140662","0.0-7.0-1.0","2755","3755856","[object Object]","[object Object]","4","46627","","","{""Q0"":""the girl seemed to be telling the boy what to do and he followed her instructions. They both seemed to be having fun""}",""
"","survey-text","9","161580","0.0-7.0-2.0","2755","3755856","[object Object]","[object Object]","4","20913","","","{""Q0"":""7 years old""}",""
"","survey-likert","10","165477","0.0-7.0-3.0","2755","3755856","[object Object]","[object Object]","4","3893","","","{""Q0"":0}",""
"","survey-likert","11","169631","0.0-7.0-4.0","2755","3755856","[object Object]","[object Object]","4","4147","","","{""Q0"":0}",""
"","survey-likert","12","174145","0.0-7.0-5.0","2755","3755856","[object Object]","[object Object]","4","4509","","","{""Q0"":0}",""
"","survey-likert","13","181802","0.0-7.0-6.0","2755","3755856","[object Object]","[object Object]","4","7653","","","{""Q0"":1,""Q1"":4}",""
"","survey-likert","14","192151","0.0-7.0-7.0","2755","3755856","[object Object]","[object Object]","4","10341","","","{""Q0"":4,""Q1"":2}",""
"","survey-likert","15","201954","0.0-7.0-8.0","2755","3755856","[object Object]","[object Object]","4","9798","","","{""Q0"":2,""Q1"":3}",""
"","survey-likert","16","209737","0.0-7.0-9.0","2755","3755856","[object Object]","[object Object]","4","7781","","","{""Q0"":4,""Q1"":4}",""
"","survey-likert","17","222700","0.0-7.0-10.0","2755","3755856","[object Object]","[object Object]","4","12958","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","18","230923","0.0-7.0-11.0","2755","3755856","[object Object]","[object Object]","4","8220","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","19","236983","0.0-7.0-12.0","2755","3755856","[object Object]","[object Object]","4","6055","","","{""Q0"":0,""Q1"":0}",""
"","survey-likert","20","241399","0.0-7.0-13.0","2755","3755856","[object Object]","[object Object]","4","4413","","","{""Q0"":0,""Q1"":0}",""
"","survey-likert","21","251003","0.0-7.0-14.0","2755","3755856","[object Object]","[object Object]","4","9600","","","{""Q0"":3,""Q1"":4}",""
"","survey-likert","22","255853","0.0-7.0-15.0","2755","3755856","[object Object]","[object Object]","4","4845","","","{""Q0"":0,""Q1"":0}",""
"","survey-likert","23","264702","0.0-7.0-16.0","2755","3755856","[object Object]","[object Object]","4","8842","","","{""Q0"":4,""Q1"":4}",""
"","video","24","303974","0.0-7.0-0.1","2755","3755856","[object Object]","[object Object]","4","","[""clips/raw-2017-06-20-105505400084-showing.mp4""]","","",""
"","survey-text","25","334905","0.0-7.0-1.1","2755","3755856","[object Object]","[object Object]","4","30921","","","{""Q0"":""they seemed to be taking turns playing and having a good time ""}",""
"","survey-text","26","345503","0.0-7.0-2.1","2755","3755856","[object Object]","[object Object]","4","10584","","","{""Q0"":""8 years old""}",""
"","survey-likert","27","349989","0.0-7.0-3.1","2755","3755856","[object Object]","[object Object]","4","4479","","","{""Q0"":0}",""
"","survey-likert","28","354994","0.0-7.0-4.1","2755","3755856","[object Object]","[object Object]","4","4996","","","{""Q0"":1}",""
"","survey-likert","29","361996","0.0-7.0-5.1","2755","3755856","[object Object]","[object Object]","4","6998","","","{""Q0"":1}",""
"","survey-likert","30","368534","0.0-7.0-6.1","2755","3755856","[object Object]","[object Object]","4","6534","","","{""Q0"":0,""Q1"":3}",""
"","survey-likert","31","376082","0.0-7.0-7.1","2755","3755856","[object Object]","[object Object]","4","7546","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","32","381556","0.0-7.0-8.1","2755","3755856","[object Object]","[object Object]","4","5470","","","{""Q0"":1,""Q1"":3}",""
"","survey-likert","33","386697","0.0-7.0-9.1","2755","3755856","[object Object]","[object Object]","4","5137","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","34","391794","0.0-7.0-10.1","2755","3755856","[object Object]","[object Object]","4","5093","","","{""Q0"":1,""Q1"":3}",""
"","survey-likert","35","398756","0.0-7.0-11.1","2755","3755856","[object Object]","[object Object]","4","6958","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","36","406562","0.0-7.0-12.1","2755","3755856","[object Object]","[object Object]","4","7796","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","37","412231","0.0-7.0-13.1","2755","3755856","[object Object]","[object Object]","4","5657","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","38","418839","0.0-7.0-14.1","2755","3755856","[object Object]","[object Object]","4","6602","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","39","423476","0.0-7.0-15.1","2755","3755856","[object Object]","[object Object]","4","4634","","","{""Q0"":0,""Q1"":0}",""
"","survey-likert","40","430076","0.0-7.0-16.1","2755","3755856","[object Object]","[object Object]","4","6596","","","{""Q0"":3,""Q1"":2}",""
"","video","41","465934","0.0-7.0-0.2","2755","3755856","[object Object]","[object Object]","4","","[""clips/raw-2017-06-22-111246014789-jointtask.mp4""]","","",""
"","survey-text","42","503204","0.0-7.0-1.2","2755","3755856","[object Object]","[object Object]","4","37248","","","{""Q0"":""They both seemed to be doing their own playing with some interaction with the other""}",""
"","survey-text","43","510008","0.0-7.0-2.2","2755","3755856","[object Object]","[object Object]","4","6796","","","{""Q0"":""8""}",""
"","survey-likert","44","515861","0.0-7.0-3.2","2755","3755856","[object Object]","[object Object]","4","5848","","","{""Q0"":0}",""
"","survey-likert","45","519504","0.0-7.0-4.2","2755","3755856","[object Object]","[object Object]","4","3640","","","{""Q0"":0}",""
"","survey-likert","46","524422","0.0-7.0-5.2","2755","3755856","[object Object]","[object Object]","4","4912","","","{""Q0"":2}",""
"","survey-likert","47","531745","0.0-7.0-6.2","2755","3755856","[object Object]","[object Object]","4","7319","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","48","540644","0.0-7.0-7.2","2755","3755856","[object Object]","[object Object]","4","8896","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","49","545305","0.0-7.0-8.2","2755","3755856","[object Object]","[object Object]","4","4648","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","50","549322","0.0-7.0-9.2","2755","3755856","[object Object]","[object Object]","4","4009","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","51","555703","0.0-7.0-10.2","2755","3755856","[object Object]","[object Object]","4","6367","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","52","561276","0.0-7.0-11.2","2755","3755856","[object Object]","[object Object]","4","5567","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","53","565154","0.0-7.0-12.2","2755","3755856","[object Object]","[object Object]","4","3873","","","{""Q0"":0,""Q1"":0}",""
"","survey-likert","54","568635","0.0-7.0-13.2","2755","3755856","[object Object]","[object Object]","4","3478","","","{""Q0"":0,""Q1"":0}",""
"","survey-likert","55","574404","0.0-7.0-14.2","2755","3755856","[object Object]","[object Object]","4","5755","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","56","579282","0.0-7.0-15.2","2755","3755856","[object Object]","[object Object]","4","4872","","","{""Q0"":0,""Q1"":0}",""
"","survey-likert","57","584099","0.0-7.0-16.2","2755","3755856","[object Object]","[object Object]","4","4813","","","{""Q0"":3,""Q1"":3}",""
"","video","58","624441","0.0-7.0-0.3","2755","3755856","[object Object]","[object Object]","4","","[""clips/raw-2017-06-13-110008089945-fight.mp4""]","","",""
"","survey-text","59","680813","0.0-7.0-1.3","2755","3755856","[object Object]","[object Object]","4","56331","","","{""Q0"":""there was some tension between them and the boy wouldn't tolerate much sharing with the girl""}",""
"","survey-text","60","691544","0.0-7.0-2.3","2755","3755856","[object Object]","[object Object]","4","10716","","","{""Q0"":""8""}",""
"","survey-likert","61","695908","0.0-7.0-3.3","2755","3755856","[object Object]","[object Object]","4","4358","","","{""Q0"":2}",""
"","survey-likert","62","701054","0.0-7.0-4.3","2755","3755856","[object Object]","[object Object]","4","5139","","","{""Q0"":2}",""
"","survey-likert","63","704550","0.0-7.0-5.3","2755","3755856","[object Object]","[object Object]","4","3492","","","{""Q0"":2}",""
"","survey-likert","64","710743","0.0-7.0-6.3","2755","3755856","[object Object]","[object Object]","4","6189","","","{""Q0"":1,""Q1"":3}",""
"","survey-likert","65","719267","0.0-7.0-7.3","2755","3755856","[object Object]","[object Object]","4","8510","","","{""Q0"":3,""Q1"":0}",""
"","survey-likert","66","728079","0.0-7.0-8.3","2755","3755856","[object Object]","[object Object]","4","8797","","","{""Q0"":2,""Q1"":4}",""
"","survey-likert","67","734738","0.0-7.0-9.3","2755","3755856","[object Object]","[object Object]","4","6654","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","68","740585","0.0-7.0-10.3","2755","3755856","[object Object]","[object Object]","4","5842","","","{""Q0"":3,""Q1"":4}",""
"","survey-likert","69","749935","0.0-7.0-11.3","2755","3755856","[object Object]","[object Object]","4","9344","","","{""Q0"":1,""Q1"":4}",""
"","survey-likert","70","759625","0.0-7.0-12.3","2755","3755856","[object Object]","[object Object]","4","9685","","","{""Q0"":2,""Q1"":0}",""
"","survey-likert","71","764151","0.0-7.0-13.3","2755","3755856","[object Object]","[object Object]","4","4512","","","{""Q0"":3,""Q1"":0}",""
"","survey-likert","72","770710","0.0-7.0-14.3","2755","3755856","[object Object]","[object Object]","4","6554","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","73","775441","0.0-7.0-15.3","2755","3755856","[object Object]","[object Object]","4","4716","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","74","780270","0.0-7.0-16.3","2755","3755856","[object Object]","[object Object]","4","4815","","","{""Q0"":1,""Q1"":3}",""
"","html-keyboard-response","75","783941","0.0-8.0","2755","3755856","[object Object]","[object Object]","4","3665","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","70","",""
