"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","2873","0.0-0.0","1267","9127051","[object Object]","[object Object]","4","","","","",""
"","html-keyboard-response","1","4793","0.0-1.0","1267","9127051","[object Object]","[object Object]","4","1892","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","8513","0.0-2.0","1267","9127051","[object Object]","[object Object]","4","3712","","","{""Q0"":""A1YW8LOGOAQ7ER""}",""
"","html-button-response","3","18200","0.0-3.0","1267","9127051","[object Object]","[object Object]","4","9680","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","33263","0.0-4.0","1267","9127051","[object Object]","[object Object]","4","15055","","","{""Q0"":""26"",""Q1"":""American"",""Q2"":""English"",""Q3"":""High school""}",""
"","survey-likert","5","35940","0.0-5.0","1267","9127051","[object Object]","[object Object]","4","2670","","","{""Q0"":0}",""
"","html-keyboard-response","6","39706","0.0-6.0","1267","9127051","[object Object]","[object Object]","4","3762","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","78990","0.0-7.0-0.0","1267","9127051","[object Object]","[object Object]","4","","[""clips/raw-2017-06-06-145135235899-independent.mp4""]","","",""
"","survey-text","8","118122","0.0-7.0-1.0","1267","9127051","[object Object]","[object Object]","4","39124","","","{""Q0"":""I noticed the girl seemed to be more confined to her region when playing while the boy seemed to be more spread out. Besides that they were having fun""}",""
"","survey-text","9","126333","0.0-7.0-2.0","1267","9127051","[object Object]","[object Object]","4","8206","","","{""Q0"":""6 years old""}",""
