"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","5134","0.0-0.0","4052","8655275","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","11562","0.0-1.0","4052","8655275","[object Object]","[object Object]","1","6422","Welcome to the experiment. Press any key to begin.","89","",""
"","survey-text","2","43546","0.0-2.0","4052","8655275","[object Object]","[object Object]","1","31980","","","{""Q0"":""A3EZ0H07TSDAPW""}",""
"","html-button-response","3","47788","0.0-3.0","4052","8655275","[object Object]","[object Object]","1","4238","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","135946","0.0-4.0","4052","8655275","[object Object]","[object Object]","1","88156","","","{""Q0"":""30"",""Q1"":""india"",""Q2"":""tamil"",""Q3"":""master degree""}",""
"","survey-likert","5","138912","0.0-5.0","4052","8655275","[object Object]","[object Object]","1","2964","","","{""Q0"":0}",""
"","html-keyboard-response","6","155913","0.0-6.0","4052","8655275","[object Object]","[object Object]","1","16999","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","67","",""
"","video","7","184387","0.0-7.0-0.0","4052","8655275","[object Object]","[object Object]","1","","[""clips/2017-06-13-140354392253-laugh.mp4""]","","",""
"","survey-text","8","345450","0.0-7.0-1.0","4052","8655275","[object Object]","[object Object]","1","161062","","","{""Q0"":""There isn't a lot of interaction with kidsThey can then think and talk together about their practice and are more likely ..""}",""
"","video","9","373246","0.0-7.0-0.1","4052","8655275","[object Object]","[object Object]","1","","[""clips/2017-06-29-105524492596-1task1watch.mp4""]","","",""
"","survey-text","10","948976","0.0-7.0-1.1","4052","8655275","[object Object]","[object Object]","1","575729","","","{""Q0"":"" Begin basic communication""}",""
