"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","7739","0.0-0.0","1796","818042","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","9337","0.0-1.0","1796","818042","[object Object]","[object Object]","1","1592","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","34237","0.0-2.0","1796","818042","[object Object]","[object Object]","1","24896","","","{""Q0"":""A1H198MRIM37T1""}",""
"","html-button-response","3","50882","0.0-3.0","1796","818042","[object Object]","[object Object]","1","16638","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","69183","0.0-4.0","1796","818042","[object Object]","[object Object]","1","18296","","","{""Q0"":""42"",""Q1"":""USA"",""Q2"":""English"",""Q3"":""BA""}",""
"","survey-likert","5","74783","0.0-5.0","1796","818042","[object Object]","[object Object]","1","5595","","","{""Q0"":0}",""
"","html-keyboard-response","6","79436","0.0-6.0","1796","818042","[object Object]","[object Object]","1","4651","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","106477","0.0-7.0-0.0","1796","818042","[object Object]","[object Object]","1","","[""clips/2017-06-26-112331105839-1task1watch.mp4""]","","",""
"","survey-text","8","152705","0.0-7.0-1.0","1796","818042","[object Object]","[object Object]","1","46226","","","{""Q0"":""The kid on the right acts withdrawn or mentally ill. The left kid is more outgoing and trying to include the right kid.""}",""
"","video","9","186687","0.0-7.0-0.1","1796","818042","[object Object]","[object Object]","1","","[""clips/2017-07-06-093740908665-demonstratemanhandle.mp4""]","","",""
"","survey-text","10","206647","0.0-7.0-1.1","1796","818042","[object Object]","[object Object]","1","19958","","","{""Q0"":""They are both petting a dog or working on an art project.""}",""
"","video","11","234534","0.0-7.0-0.2","1796","818042","[object Object]","[object Object]","1","","[""clips/2017-06-22-111246014789-jointtask.mp4""]","","",""
"","survey-text","12","262019","0.0-7.0-1.2","1796","818042","[object Object]","[object Object]","1","27474","","","{""Q0"":""They are both working on an art project together. It looked like the right kid was drawing with a pencil.""}",""
"","video","13","290027","0.0-7.0-0.3","1796","818042","[object Object]","[object Object]","1","","[""clips/2017-06-13-140354392253-laugh.mp4""]","","",""
