"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","8470","0.0-0.0","6906","7104401","[object Object]","[object Object]","3","","","","",""
"","html-keyboard-response","1","15634","0.0-1.0","6906","7104401","[object Object]","[object Object]","3","7153","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","35970","0.0-2.0","6906","7104401","[object Object]","[object Object]","3","20332","","","{""Q0"":""A73CNVUAKO1AY""}",""
"","html-button-response","3","78614","0.0-3.0","6906","7104401","[object Object]","[object Object]","3","42637","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","217154","0.0-4.0","6906","7104401","[object Object]","[object Object]","3","138536","","","{""Q0"":""25"",""Q1"":""India"",""Q2"":""English"",""Q3"":""bachelor degree""}",""
"","survey-likert","5","226011","0.0-5.0","6906","7104401","[object Object]","[object Object]","3","8852","","","{""Q0"":0}",""
"","html-keyboard-response","6","260039","0.0-6.0","6906","7104401","[object Object]","[object Object]","3","34026","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","301472","0.0-7.0-0.0","6906","7104401","[object Object]","[object Object]","3","","[""clips/raw-2017-06-20-105505400084-showing.mp4""]","","",""
"","survey-text","8","382867","0.0-7.0-1.0","6906","7104401","[object Object]","[object Object]","3","81390","","","{""Q0"":""The children's are interact with our games.one child explain the Game. ""}",""
"","video","9","420232","0.0-7.0-0.1","6906","7104401","[object Object]","[object Object]","3","","[""clips/raw-2017-07-06-093740908665-demonstratemanhandle.mp4""]","","",""
"","survey-text","10","503539","0.0-7.0-1.1","6906","7104401","[object Object]","[object Object]","3","83301","","","{""Q0"":""They children's are playing.He shared the board clean and look at the play card.""}",""
"","video","11","542694","0.0-7.0-0.2","6906","7104401","[object Object]","[object Object]","3","","[""clips/raw-2017-07-06-110834943320-thinking.mp4""]","","",""
"","survey-text","12","608333","0.0-7.0-1.2","6906","7104401","[object Object]","[object Object]","3","65635","","","{""Q0"":""They shared the playing card explains and some draw the board some story was tell the boys.""}",""
"","video","13","649157","0.0-7.0-0.3","6906","7104401","[object Object]","[object Object]","3","","[""clips/raw-2017-06-13-110008089945-fight.mp4""]","","",""
"","survey-text","14","670036","0.0-7.0-1.3","6906","7104401","[object Object]","[object Object]","3","20874","","","{""Q0"":""The boy draw and sharing the story.""}",""
"","html-keyboard-response","15","671968","0.0-8.0","6906","7104401","[object Object]","[object Object]","3","1930","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","32","",""
