"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","3411","0.0-0.0","9775","6505189","[object Object]","[object Object]","4","","","","",""
"","html-keyboard-response","1","5940","0.0-1.0","9775","6505189","[object Object]","[object Object]","4","2517","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","16080","0.0-2.0","9775","6505189","[object Object]","[object Object]","4","10136","","","{""Q0"":""A3N1K46ESYH5JN""}",""
"","html-button-response","3","17765","0.0-3.0","9775","6505189","[object Object]","[object Object]","4","1683","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","35831","0.0-4.0","9775","6505189","[object Object]","[object Object]","4","18064","","","{""Q0"":""44"",""Q1"":""American"",""Q2"":""English"",""Q3"":""Master's""}",""
"","survey-likert","5","38324","0.0-5.0","9775","6505189","[object Object]","[object Object]","4","2492","","","{""Q0"":0}",""
"","html-keyboard-response","6","46917","0.0-6.0","9775","6505189","[object Object]","[object Object]","4","8591","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","87483","0.0-7.0-0.0","9775","6505189","[object Object]","[object Object]","4","","[""clips/raw-2017-06-06-150808383862-fight.mp4""]","","",""
"","survey-text","8","328015","0.0-7.0-1.0","9775","6505189","[object Object]","[object Object]","4","240528","","","{""Q0"":""The boys seemed to cooperate and enjoy moving their hands on the screen.  They moved into each other's space some, but they were generally respectful.""}",""
"","survey-text","9","337084","0.0-7.0-2.0","9775","6505189","[object Object]","[object Object]","4","9067","","","{""Q0"":""4""}",""
"","survey-likert","10","340556","0.0-7.0-3.0","9775","6505189","[object Object]","[object Object]","4","3471","","","{""Q0"":0}",""
"","survey-likert","11","345232","0.0-7.0-4.0","9775","6505189","[object Object]","[object Object]","4","4675","","","{""Q0"":0}",""
"","survey-likert","12","347476","0.0-7.0-5.0","9775","6505189","[object Object]","[object Object]","4","2243","","","{""Q0"":0}",""
"","survey-likert","13","353649","0.0-7.0-6.0","9775","6505189","[object Object]","[object Object]","4","6172","","","{""Q0"":1,""Q1"":3}",""
"","survey-likert","14","359546","0.0-7.0-7.0","9775","6505189","[object Object]","[object Object]","4","5896","","","{""Q0"":2,""Q1"":1}",""
"","survey-likert","15","363486","0.0-7.0-8.0","9775","6505189","[object Object]","[object Object]","4","3938","","","{""Q0"":2,""Q1"":3}",""
"","survey-likert","16","368672","0.0-7.0-9.0","9775","6505189","[object Object]","[object Object]","4","5185","","","{""Q0"":2,""Q1"":1}",""
"","survey-likert","17","371932","0.0-7.0-10.0","9775","6505189","[object Object]","[object Object]","4","3259","","","{""Q0"":2,""Q1"":3}",""
"","survey-likert","18","378724","0.0-7.0-11.0","9775","6505189","[object Object]","[object Object]","4","6790","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","19","382006","0.0-7.0-12.0","9775","6505189","[object Object]","[object Object]","4","3278","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","20","384330","0.0-7.0-13.0","9775","6505189","[object Object]","[object Object]","4","2322","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","21","387591","0.0-7.0-14.0","9775","6505189","[object Object]","[object Object]","4","3261","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","22","389894","0.0-7.0-15.0","9775","6505189","[object Object]","[object Object]","4","2302","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","23","392248","0.0-7.0-16.0","9775","6505189","[object Object]","[object Object]","4","2353","","","{""Q0"":2,""Q1"":2}",""
"","video","24","426337","0.0-7.0-0.1","9775","6505189","[object Object]","[object Object]","4","","[""clips/raw-2017-06-26-112331105839-1task1watch.mp4""]","","",""
"","survey-text","25","441255","0.0-7.0-1.1","9775","6505189","[object Object]","[object Object]","4","14913","","","{""Q0"":""Only the boy was using the screen.  The girl sat on her hands.""}",""
"","survey-text","26","444437","0.0-7.0-2.1","9775","6505189","[object Object]","[object Object]","4","3179","","","{""Q0"":""8""}",""
"","survey-likert","27","446502","0.0-7.0-3.1","9775","6505189","[object Object]","[object Object]","4","2063","","","{""Q0"":1}",""
"","survey-likert","28","448387","0.0-7.0-4.1","9775","6505189","[object Object]","[object Object]","4","1884","","","{""Q0"":1}",""
"","survey-likert","29","451129","0.0-7.0-5.1","9775","6505189","[object Object]","[object Object]","4","2742","","","{""Q0"":1}",""
"","survey-likert","30","454840","0.0-7.0-6.1","9775","6505189","[object Object]","[object Object]","4","3708","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","31","457253","0.0-7.0-7.1","9775","6505189","[object Object]","[object Object]","4","2411","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","32","459657","0.0-7.0-8.1","9775","6505189","[object Object]","[object Object]","4","2402","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","33","461761","0.0-7.0-9.1","9775","6505189","[object Object]","[object Object]","4","2102","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","34","466339","0.0-7.0-10.1","9775","6505189","[object Object]","[object Object]","4","4577","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","35","471236","0.0-7.0-11.1","9775","6505189","[object Object]","[object Object]","4","4895","","","{""Q0"":3,""Q1"":1}",""
"","survey-likert","36","473480","0.0-7.0-12.1","9775","6505189","[object Object]","[object Object]","4","2241","","","{""Q0"":2,""Q1"":""""}",""
"","survey-likert","37","476072","0.0-7.0-13.1","9775","6505189","[object Object]","[object Object]","4","2592","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","38","478446","0.0-7.0-14.1","9775","6505189","[object Object]","[object Object]","4","2373","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","39","481279","0.0-7.0-15.1","9775","6505189","[object Object]","[object Object]","4","2831","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","40","484051","0.0-7.0-16.1","9775","6505189","[object Object]","[object Object]","4","2770","","","{""Q0"":2,""Q1"":2}",""
"","video","41","518118","0.0-7.0-0.2","9775","6505189","[object Object]","[object Object]","4","","[""clips/raw-2017-07-06-093740908665-demonstratemanhandle.mp4""]","","",""
"","survey-text","42","533004","0.0-7.0-1.2","9775","6505189","[object Object]","[object Object]","4","14881","","","{""Q0"":""The child on the right was more aggressive.""}",""
"","survey-text","43","536616","0.0-7.0-2.2","9775","6505189","[object Object]","[object Object]","4","3610","","","{""Q0"":""5""}",""
"","survey-likert","44","538211","0.0-7.0-3.2","9775","6505189","[object Object]","[object Object]","4","1593","","","{""Q0"":1}",""
"","survey-likert","45","539657","0.0-7.0-4.2","9775","6505189","[object Object]","[object Object]","4","1445","","","{""Q0"":1}",""
"","survey-likert","46","541012","0.0-7.0-5.2","9775","6505189","[object Object]","[object Object]","4","1353","","","{""Q0"":1}",""
"","survey-likert","47","546328","0.0-7.0-6.2","9775","6505189","[object Object]","[object Object]","4","5313","","","{""Q0"":1,""Q1"":3}",""
"","survey-likert","48","551055","0.0-7.0-7.2","9775","6505189","[object Object]","[object Object]","4","4723","","","{""Q0"":3,""Q1"":0}",""
"","survey-likert","49","554994","0.0-7.0-8.2","9775","6505189","[object Object]","[object Object]","4","3937","","","{""Q0"":1,""Q1"":""""}",""
"","survey-likert","50","559552","0.0-7.0-9.2","9775","6505189","[object Object]","[object Object]","4","4556","","","{""Q0"":2,""Q1"":0}",""
"","survey-likert","51","563132","0.0-7.0-10.2","9775","6505189","[object Object]","[object Object]","4","3578","","","{""Q0"":2,""Q1"":4}",""
"","survey-likert","52","565844","0.0-7.0-11.2","9775","6505189","[object Object]","[object Object]","4","2710","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","53","568258","0.0-7.0-12.2","9775","6505189","[object Object]","[object Object]","4","2412","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","54","572745","0.0-7.0-13.2","9775","6505189","[object Object]","[object Object]","4","4485","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","55","576076","0.0-7.0-14.2","9775","6505189","[object Object]","[object Object]","4","3329","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","56","578389","0.0-7.0-15.2","9775","6505189","[object Object]","[object Object]","4","2311","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","57","581322","0.0-7.0-16.2","9775","6505189","[object Object]","[object Object]","4","2931","","","{""Q0"":2,""Q1"":2}",""
"","video","58","618814","0.0-7.0-0.3","9775","6505189","[object Object]","[object Object]","4","","[""clips/raw-2017-07-05-102437565816-gestures.mp4""]","","",""
"","survey-text","59","634717","0.0-7.0-1.3","9775","6505189","[object Object]","[object Object]","4","15900","","","{""Q0"":""The child on the left was hyper and dominant.""}",""
"","survey-text","60","637659","0.0-7.0-2.3","9775","6505189","[object Object]","[object Object]","4","2941","","","{""Q0"":""7""}",""
"","survey-likert","61","639105","0.0-7.0-3.3","9775","6505189","[object Object]","[object Object]","4","1444","","","{""Q0"":1}",""
"","survey-likert","62","640442","0.0-7.0-4.3","9775","6505189","[object Object]","[object Object]","4","1335","","","{""Q0"":1}",""
"","survey-likert","63","641678","0.0-7.0-5.3","9775","6505189","[object Object]","[object Object]","4","1234","","","{""Q0"":1}",""
"","survey-likert","64","646614","0.0-7.0-6.3","9775","6505189","[object Object]","[object Object]","4","4935","","","{""Q0"":4,""Q1"":0}",""
"","survey-likert","65","650971","0.0-7.0-7.3","9775","6505189","[object Object]","[object Object]","4","4355","","","{""Q0"":0,""Q1"":4}",""
"","survey-likert","66","657183","0.0-7.0-8.3","9775","6505189","[object Object]","[object Object]","4","6209","","","{""Q0"":4,""Q1"":0}",""
"","survey-likert","67","661072","0.0-7.0-9.3","9775","6505189","[object Object]","[object Object]","4","3887","","","{""Q0"":0,""Q1"":4}",""
"","survey-likert","68","664642","0.0-7.0-10.3","9775","6505189","[object Object]","[object Object]","4","3569","","","{""Q0"":4,""Q1"":0}",""
"","survey-likert","69","671592","0.0-7.0-11.3","9775","6505189","[object Object]","[object Object]","4","6948","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","70","675900","0.0-7.0-12.3","9775","6505189","[object Object]","[object Object]","4","4306","","","{""Q0"":2,""Q1"":4}",""
"","survey-likert","71","678902","0.0-7.0-13.3","9775","6505189","[object Object]","[object Object]","4","3000","","","{""Q0"":2,""Q1"":3}",""
"","survey-likert","72","682033","0.0-7.0-14.3","9775","6505189","[object Object]","[object Object]","4","3129","","","{""Q0"":2,""Q1"":1}",""
"","survey-likert","73","684358","0.0-7.0-15.3","9775","6505189","[object Object]","[object Object]","4","2322","","","{""Q0"":2,""Q1"":2}",""
"","survey-likert","74","686790","0.0-7.0-16.3","9775","6505189","[object Object]","[object Object]","4","2430","","","{""Q0"":2,""Q1"":2}",""
"","html-keyboard-response","75","689578","0.0-8.0","9775","6505189","[object Object]","[object Object]","4","2784","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","32","",""
