"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","3216","0.0-0.0","2444","390615","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","5125","0.0-1.0","2444","390615","[object Object]","[object Object]","1","1902","Welcome to the experiment. Press any key to begin.","190","",""
"","survey-text","2","15441","0.0-2.0","2444","390615","[object Object]","[object Object]","1","10310","","","{""Q0"":""AAASQIW3J32OL""}",""
"","html-button-response","3","25663","0.0-3.0","2444","390615","[object Object]","[object Object]","1","10220","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","40503","0.0-4.0","2444","390615","[object Object]","[object Object]","1","14838","","","{""Q0"":""57"",""Q1"":""American"",""Q2"":""English"",""Q3"":""Bachelor's""}",""
"","survey-likert","5","42938","0.0-5.0","2444","390615","[object Object]","[object Object]","1","2433","","","{""Q0"":1}",""
"","html-keyboard-response","6","48154","0.0-6.0","2444","390615","[object Object]","[object Object]","1","5215","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","188","",""
"","video","7","75195","0.0-7.0-0.0","2444","390615","[object Object]","[object Object]","1","","[""clips/2017-06-23-104918496756-independent.mp4""]","","",""
"","survey-text","8","164916","0.0-7.0-1.0","2444","390615","[object Object]","[object Object]","1","89719","","","{""Q0"":""The one on the left was calmer and more focused and possibly ignored, or paid little attention to the other child. The child on the right was more agitated, tried to interact with the child on the left, and possibly got annoyed when the other one did not pay attention to him.""}",""
"","video","9","191062","0.0-7.0-0.1","2444","390615","[object Object]","[object Object]","1","","[""clips/2017-06-29-105524492596-1task1watch.mp4""]","","",""
"","survey-text","10","245413","0.0-7.0-1.1","2444","390615","[object Object]","[object Object]","1","54349","","","{""Q0"":""The child on the left was focused on what he was doing, possibly playing a video game, or typing. The child on the right was calm, and seemed to observe what the other child was doing, without interrupting him much at all.""}",""
"","video","11","272515","0.0-7.0-0.2","2444","390615","[object Object]","[object Object]","1","","[""clips/2017-06-13-140354392253-laugh.mp4""]","","",""
"","survey-text","12","371197","0.0-7.0-1.2","2444","390615","[object Object]","[object Object]","1","98677","","","{""Q0"":""The two children are playing a game of some kind together. They seem to be exchanging opinions and ideas, sometimes in an agitated manner, about what to do with the activity they are focused on. They don't seem to agree. The child on the right reaches out to the other one and interferes with what the other one is doing.""}",""
"","video","13","401448","0.0-7.0-0.3","2444","390615","[object Object]","[object Object]","1","","[""clips/2017-06-27-105946305604-laughing.mp4""]","","",""
"","survey-text","14","480561","0.0-7.0-1.3","2444","390615","[object Object]","[object Object]","1","79111","","","{""Q0"":""The two children are both working on the same thing, a game probably. They seem lively but not agitated. They seem to be working collaboratively and progressing together. They seem to be well coordinated and working smoothly together.""}",""
"","html-keyboard-response","15","493401","0.0-8.0","2444","390615","[object Object]","[object Object]","1","12839","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you skeleton versions of videos of social interactions showing stick-men figures. <br /> Other participants will have watched the original videos of real people. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","77","",""
