"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","9799","0.0-0.0","8014","3623065","[object Object]","[object Object]","3","","","","",""
"","html-keyboard-response","1","16447","0.0-1.0","8014","3623065","[object Object]","[object Object]","3","6645","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","178117","0.0-2.0","8014","3623065","[object Object]","[object Object]","3","161668","","","{""Q0"":""A19NJB3QC1XU2C""}",""
"","html-button-response","3","197693","0.0-3.0","8014","3623065","[object Object]","[object Object]","3","19575","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","221037","0.0-4.0","8014","3623065","[object Object]","[object Object]","3","23341","","","{""Q0"":""49"",""Q1"":""Australian"",""Q2"":""Tamil"",""Q3"":""College Degree""}",""
"","survey-likert","5","223853","0.0-5.0","8014","3623065","[object Object]","[object Object]","3","2814","","","{""Q0"":0}",""
"","html-keyboard-response","6","231385","0.0-6.0","8014","3623065","[object Object]","[object Object]","3","7530","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","351993","0.0-7.0-0.0","8014","3623065","[object Object]","[object Object]","3","","[""clips/raw-2017-06-20-105505400084-showing.mp4""]","","",""
"","survey-text","8","437164","0.0-7.0-1.0","8014","3623065","[object Object]","[object Object]","3","85167","","","{""Q0"":""They seems to be playing a two player game, one kid explaining the rules and the other tries to follow. The first one helps the second to carry on, they both seem quite happy.""}",""
"","video","9","531449","0.0-7.0-0.1","8014","3623065","[object Object]","[object Object]","3","","[""clips/raw-2017-06-13-110008089945-fight.mp4""]","","",""
"","survey-text","10","592268","0.0-7.0-1.1","8014","3623065","[object Object]","[object Object]","3","60814","","","{""Q0"":""The same two player game, the boy seems to be dominating and running over the girl's turns, he is more competitive and the girl docile, a bit unhappy maybe.""}",""
"","video","11","635664","0.0-7.0-0.2","8014","3623065","[object Object]","[object Object]","3","","[""clips/raw-2017-05-18-152118060656-independentdistress.mp4""]","","",""
"","survey-text","12","703741","0.0-7.0-1.2","8014","3623065","[object Object]","[object Object]","3","68065","","","{""Q0"":""Here the girl is sort of playing on her own, the little boy maybe too young to know the game and just interferes in the girl's play. The girl doesn't seem to mind. The boy is kind of bored, not being included.""}",""
"","video","13","780795","0.0-7.0-0.3","8014","3623065","[object Object]","[object Object]","3","","[""clips/raw-2017-06-29-105524492596-1task1watch.mp4""]","","",""
"","survey-text","14","873333","0.0-7.0-1.3","8014","3623065","[object Object]","[object Object]","3","92533","","","{""Q0"":""Here the boy is in a disruptive mood, causing exasperation in the girl, she is in the verge of complaining or giving up. The boy dominates and tries to play his own game.""}",""
"","html-keyboard-response","15","891479","0.0-8.0","8014","3623065","[object Object]","[object Object]","3","18144","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","32","",""
