"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","2859","0.0-0.0","7272","7615067","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","10432","0.0-1.0","7272","7615067","[object Object]","[object Object]","1","7559","Welcome to the experiment. Press any key to begin.","72","",""
"","survey-text","2","17201","0.0-2.0","7272","7615067","[object Object]","[object Object]","1","6766","","","{""Q0"":""A1KZGJW02UQMFT""}",""
"","html-button-response","3","20169","0.0-3.0","7272","7615067","[object Object]","[object Object]","1","2963","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","54041","0.0-4.0","7272","7615067","[object Object]","[object Object]","1","33866","","","{""Q0"":""21"",""Q1"":""INDIA"",""Q2"":""TAMIL"",""Q3"":""MSC.,COMPUTER SCIENCE""}",""
"","survey-likert","5","56578","0.0-5.0","7272","7615067","[object Object]","[object Object]","1","2529","","","{""Q0"":1}",""
"","html-keyboard-response","6","60471","0.0-6.0","7272","7615067","[object Object]","[object Object]","1","3890","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","70","",""
"","video","7","92558","0.0-7.0-0.0","7272","7615067","[object Object]","[object Object]","1","","[""clips/2017-06-27-143652394670-turntaking.mp4""]","","",""
"","survey-text","8","142312","0.0-7.0-1.0","7272","7615067","[object Object]","[object Object]","1","49752","","","{""Q0"":""GOOD ADVIS        ""}",""
"","video","9","174570","0.0-7.0-0.1","7272","7615067","[object Object]","[object Object]","1","","[""clips/2017-06-20-140956193720-showingfight.mp4""]","","",""
"","survey-text","10","213128","0.0-7.0-1.1","7272","7615067","[object Object]","[object Object]","1","38553","","","{""Q0"":""SPEEKING TO  CHILDREN""}",""
"","video","11","245054","0.0-7.0-0.2","7272","7615067","[object Object]","[object Object]","1","","[""clips/2017-07-06-101405806926-adjusting.mp4""]","","",""
