"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","3116","0.0-0.0","740","8506568","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","8522","0.0-1.0","740","8506568","[object Object]","[object Object]","1","5397","Welcome to the experiment. Press any key to begin.","13","",""
"","survey-text","2","38884","0.0-2.0","740","8506568","[object Object]","[object Object]","1","30357","","","{""Q0"":""A21SP7E5DFFX37""}",""
"","html-button-response","3","40204","0.0-3.0","740","8506568","[object Object]","[object Object]","1","1316","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","80645","0.0-4.0","740","8506568","[object Object]","[object Object]","1","40436","","","{""Q0"":""24"",""Q1"":""INDIAN"",""Q2"":""ENGLISH"",""Q3"":""BE GRADUATE""}",""
"","survey-likert","5","82902","0.0-5.0","740","8506568","[object Object]","[object Object]","1","2251","","","{""Q0"":0}",""
"","html-keyboard-response","6","84705","0.0-6.0","740","8506568","[object Object]","[object Object]","1","1801","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","13","",""
"","video","7","128751","0.0-7.0-0.0","740","8506568","[object Object]","[object Object]","1","","[""clips/2017-06-22-101045562870-playing.mp4""]","","",""
"","survey-text","8","186340","0.0-7.0-1.0","740","8506568","[object Object]","[object Object]","1","57585","","","{""Q0"":""HANDSHACKING AND HAND TOUCHING""}",""
"","video","9","224347","0.0-7.0-0.1","740","8506568","[object Object]","[object Object]","1","","[""clips/2017-07-05-102437565816-gestures.mp4""]","","",""
"","survey-text","10","239947","0.0-7.0-1.1","740","8506568","[object Object]","[object Object]","1","15590","","","{""Q0"":""FIGHTING AND DANCING""}",""
"","video","11","275429","0.0-7.0-0.2","740","8506568","[object Object]","[object Object]","1","","[""clips/2017-06-06-150808383862-fight.mp4""]","","",""
"","survey-text","12","289923","0.0-7.0-1.2","740","8506568","[object Object]","[object Object]","1","14488","","","{""Q0"":""TOUCHING""}",""
"","video","13","319239","0.0-7.0-0.3","740","8506568","[object Object]","[object Object]","1","","[""clips/2017-06-22-111246014789-jointtask.mp4""]","","",""
"","survey-text","14","331499","0.0-7.0-1.3","740","8506568","[object Object]","[object Object]","1","12250","","","{""Q0"":""PLAYING""}",""
"","html-keyboard-response","15","333840","0.0-8.0","740","8506568","[object Object]","[object Object]","1","2338","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you skeleton versions of videos of social interactions showing stick-men figures. <br /> Other participants will have watched the original videos of real people. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","13","",""
