"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","8386","0.0-0.0","8594","5354166","[object Object]","[object Object]","3","","","","",""
"","html-keyboard-response","1","13977","0.0-1.0","8594","5354166","[object Object]","[object Object]","3","5572","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","32367","0.0-2.0","8594","5354166","[object Object]","[object Object]","3","18380","","","{""Q0"":""AYXDE087J2KO""}",""
"","html-button-response","3","39064","0.0-3.0","8594","5354166","[object Object]","[object Object]","3","6691","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","70188","0.0-4.0","8594","5354166","[object Object]","[object Object]","3","31121","","","{""Q0"":""47"",""Q1"":""american"",""Q2"":""english"",""Q3"":""bachelor""}",""
"","survey-likert","5","72700","0.0-5.0","8594","5354166","[object Object]","[object Object]","3","2507","","","{""Q0"":1}",""
"","html-keyboard-response","6","81888","0.0-6.0","8594","5354166","[object Object]","[object Object]","3","9184","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","120013","0.0-7.0-0.0","8594","5354166","[object Object]","[object Object]","3","","[""clips/raw-2017-07-06-101405806926-adjusting.mp4""]","","",""
"","survey-text","8","168590","0.0-7.0-1.0","8594","5354166","[object Object]","[object Object]","3","48572","","","{""Q0"":""The girl was very mean to the little boy not wanting him to play on the equipment.""}",""
"","video","9","207593","0.0-7.0-0.1","8594","5354166","[object Object]","[object Object]","3","","[""clips/raw-2017-06-20-105505400084-showing.mp4""]","","",""
"","survey-text","10","287829","0.0-7.0-1.1","8594","5354166","[object Object]","[object Object]","3","80224","","","{""Q0"":""Both boys were sharing information and taking turns to play on the device.""}",""
"","video","11","326692","0.0-7.0-0.2","8594","5354166","[object Object]","[object Object]","3","","[""clips/raw-2017-07-06-110834943320-thinking.mp4""]","","",""
"","survey-text","12","457911","0.0-7.0-1.2","8594","5354166","[object Object]","[object Object]","3","131207","","","{""Q0"":""They were both interacting with each other and the device. However, the boy on the right was more active in his interaction with the device.""}",""
"","video","13","493411","0.0-7.0-0.3","8594","5354166","[object Object]","[object Object]","3","","[""clips/raw-2017-06-29-105524492596-1task1watch.mp4""]","","",""
"","survey-text","14","548676","0.0-7.0-1.3","8594","5354166","[object Object]","[object Object]","3","55259","","","{""Q0"":""Both kids were happy in their interaction but the boy was more dominate in play.""}",""
"","html-keyboard-response","15","566956","0.0-8.0","8594","5354166","[object Object]","[object Object]","3","18276","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","32","",""
