"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","55510","0.0-0.0","936","2848041","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","60937","0.0-1.0","936","2848041","[object Object]","[object Object]","1","5407","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","83652","0.0-2.0","936","2848041","[object Object]","[object Object]","1","22707","","","{""Q0"":""A31C75PL4FJIO""}",""
"","html-button-response","3","113129","0.0-3.0","936","2848041","[object Object]","[object Object]","1","29470","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","142228","0.0-4.0","936","2848041","[object Object]","[object Object]","1","29093","","","{""Q0"":""33"",""Q1"":""INDIAN"",""Q2"":""ENGLISH"",""Q3"":""SOME COLLEGE""}",""
"","survey-likert","5","145877","0.0-5.0","936","2848041","[object Object]","[object Object]","1","3639","","","{""Q0"":1}",""
"","html-keyboard-response","6","151158","0.0-6.0","936","2848041","[object Object]","[object Object]","1","5278","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","178318","0.0-7.0-0.0","936","2848041","[object Object]","[object Object]","1","","[""clips/2017-06-26-112331105839-1task1watch.mp4""]","","",""
"","survey-text","8","223136","0.0-7.0-1.0","936","2848041","[object Object]","[object Object]","1","44814","","","{""Q0"":""Play and made with fun ""}",""
"","video","9","263166","0.0-7.0-0.1","936","2848041","[object Object]","[object Object]","1","","[""clips/2017-06-06-145135235899-independent.mp4""]","","",""
"","survey-text","10","267465","0.0-7.0-1.1","936","2848041","[object Object]","[object Object]","1","4294","","","{""Q0"":""Both are playing lovely one""}",""
"","video","11","303948","0.0-7.0-0.2","936","2848041","[object Object]","[object Object]","1","","[""clips/2017-06-06-150808383862-fight.mp4""]","","",""
"","survey-text","12","315532","0.0-7.0-1.2","936","2848041","[object Object]","[object Object]","1","11579","","","{""Q0"":""Both are playing lovely one""}",""
"","video","13","349760","0.0-7.0-0.3","936","2848041","[object Object]","[object Object]","1","","[""clips/2017-07-06-093740908665-demonstratemanhandle.mp4""]","","",""
"","survey-text","14","357511","0.0-7.0-1.3","936","2848041","[object Object]","[object Object]","1","7747","","","{""Q0"":""Children and parents playing with fabulous.""}",""
"","html-keyboard-response","15","365995","0.0-8.0","936","2848041","[object Object]","[object Object]","1","8475","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you skeleton versions of videos of social interactions showing stick-men figures. <br /> Other participants will have watched the original videos of real people. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","32","",""
