"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","10051","0.0-0.0","8183","7667753","[object Object]","[object Object]","4","","","","",""
"","html-keyboard-response","1","13905","0.0-1.0","8183","7667753","[object Object]","[object Object]","4","3836","Welcome to the experiment. Press any key to begin.","66","",""
"","survey-text","2","26091","0.0-2.0","8183","7667753","[object Object]","[object Object]","4","12176","","","{""Q0"":""A3TMFO1A5U4AEL""}",""
"","html-button-response","3","42170","0.0-3.0","8183","7667753","[object Object]","[object Object]","4","16077","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","89696","0.0-4.0","8183","7667753","[object Object]","[object Object]","4","47524","","","{""Q0"":""61"",""Q1"":""United States"",""Q2"":""English"",""Q3"":""some college""}",""
"","survey-likert","5","96025","0.0-5.0","8183","7667753","[object Object]","[object Object]","4","6323","","","{""Q0"":1}",""
"","html-keyboard-response","6","103093","0.0-6.0","8183","7667753","[object Object]","[object Object]","4","7065","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","75","",""
"","video","7","139538","0.0-7.0-0.0","8183","7667753","[object Object]","[object Object]","4","","[""clips/raw-2017-06-22-111246014789-jointtask.mp4""]","","",""
"","survey-text","8","194294","0.0-7.0-1.0","8183","7667753","[object Object]","[object Object]","4","54751","","","{""Q0"":""they seemed happy and played well together""}",""
"","survey-text","9","208948","0.0-7.0-2.0","8183","7667753","[object Object]","[object Object]","4","14652","","","{""Q0"":""9""}",""
"","survey-likert","10","215612","0.0-7.0-3.0","8183","7667753","[object Object]","[object Object]","4","6661","","","{""Q0"":0}",""
"","survey-likert","11","224781","0.0-7.0-4.0","8183","7667753","[object Object]","[object Object]","4","9164","","","{""Q0"":0}",""
"","survey-likert","12","233444","0.0-7.0-5.0","8183","7667753","[object Object]","[object Object]","4","8661","","","{""Q0"":0}",""
"","survey-likert","13","262595","0.0-7.0-6.0","8183","7667753","[object Object]","[object Object]","4","29147","","","{""Q0"":3,""Q1"":1}",""
"","survey-likert","14","275258","0.0-7.0-7.0","8183","7667753","[object Object]","[object Object]","4","12657","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","15","293122","0.0-7.0-8.0","8183","7667753","[object Object]","[object Object]","4","17860","","","{""Q0"":3,""Q1"":2}",""
"","survey-likert","16","310192","0.0-7.0-9.0","8183","7667753","[object Object]","[object Object]","4","17066","","","{""Q0"":3,""Q1"":3}",""
