"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","2968","0.0-0.0","3698","3735447","[object Object]","[object Object]","3","","","","",""
"","html-keyboard-response","1","4729","0.0-1.0","3698","3735447","[object Object]","[object Object]","3","1738","Welcome to the experiment. Press any key to begin.","75","",""
"","survey-text","2","8509","0.0-2.0","3698","3735447","[object Object]","[object Object]","3","3727","","","{""Q0"":""A1OCEC1TBE3CWA""}",""
"","html-button-response","3","10002","0.0-3.0","3698","3735447","[object Object]","[object Object]","3","1484","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","33697","0.0-4.0","3698","3735447","[object Object]","[object Object]","3","23688","","","{""Q0"":""26"",""Q1"":""INDIAN"",""Q2"":""TAMIL"",""Q3"":""BACHELORS DEGREE""}",""
"","survey-likert","5","36195","0.0-5.0","3698","3735447","[object Object]","[object Object]","3","2488","","","{""Q0"":0}",""
"","html-keyboard-response","6","37574","0.0-6.0","3698","3735447","[object Object]","[object Object]","3","1372","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","76","",""
"","video","7","74511","0.0-7.0-0.0","3698","3735447","[object Object]","[object Object]","3","","[""clips/raw-2017-07-06-093740908665-demonstratemanhandle.mp4""]","","",""
"","survey-text","8","256930","0.0-7.0-1.0","3698","3735447","[object Object]","[object Object]","3","182408","","","{""Q0"":""THEY DRAW SOMETHING ON THE GLASS AND THEY DID VERY WELL""}",""
"","video","9","293528","0.0-7.0-0.1","3698","3735447","[object Object]","[object Object]","3","","[""clips/raw-2017-06-22-111246014789-jointtask.mp4""]","","",""
"","survey-text","10","345245","0.0-7.0-1.1","3698","3735447","[object Object]","[object Object]","3","51713","","","{""Q0"":""THE TWO CHILDREN PLAYED WELL AND COMMUNICATED FRIENDLY MANNER""}",""
"","video","11","381425","0.0-7.0-0.2","3698","3735447","[object Object]","[object Object]","3","","[""clips/raw-2017-06-29-105524492596-1task1watch.mp4""]","","",""
"","survey-text","12","451921","0.0-7.0-1.2","3698","3735447","[object Object]","[object Object]","3","70480","","","{""Q0"":""THEY DID VERY WELL AND PLAYED AMUSINGLY""}",""
"","video","13","500806","0.0-7.0-0.3","3698","3735447","[object Object]","[object Object]","3","","[""clips/raw-2017-07-06-110834943320-thinking.mp4""]","","",""
"","survey-text","14","728996","0.0-7.0-1.3","3698","3735447","[object Object]","[object Object]","3","228182","","","{""Q0"":""THEY DRAW SOMETHING ON THE GLASS AND PLAYED EAGARLY""}",""
"","html-keyboard-response","15","732766","0.0-8.0","3698","3735447","[object Object]","[object Object]","3","3765","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","71","",""
