"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","428299","0.0-0.0","2007","8500284","[object Object]","[object Object]","4","","","","",""
"","html-keyboard-response","1","537818","0.0-1.0","2007","8500284","[object Object]","[object Object]","4","109509","Welcome to the experiment. Press any key to begin.","13","",""
"","survey-text","2","567873","0.0-2.0","2007","8500284","[object Object]","[object Object]","4","30053","","","{""Q0"":""A19H7KOMN55AMU""}",""
"","html-button-response","3","569050","0.0-3.0","2007","8500284","[object Object]","[object Object]","4","1174","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","583849","0.0-4.0","2007","8500284","[object Object]","[object Object]","4","14798","","","{""Q0"":""29"",""Q1"":""Indian"",""Q2"":""Tamil"",""Q3"":""MCA""}",""
"","survey-likert","5","586106","0.0-5.0","2007","8500284","[object Object]","[object Object]","4","2254","","","{""Q0"":0}",""
"","html-keyboard-response","6","587468","0.0-6.0","2007","8500284","[object Object]","[object Object]","4","1359","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","13","",""
"","video","7","637907","0.0-7.0-0.0","2007","8500284","[object Object]","[object Object]","4","","[""clips/raw-2017-06-27-143652394670-turntaking.mp4""]","","",""
"","survey-text","8","664233","0.0-7.0-1.0","2007","8500284","[object Object]","[object Object]","4","26326","","","{""Q0"":""Color practice on the screen""}",""
"","survey-text","9","684777","0.0-7.0-2.0","2007","8500284","[object Object]","[object Object]","4","20542","","","{""Q0"":""Five years old""}",""
"","survey-likert","10","690218","0.0-7.0-3.0","2007","8500284","[object Object]","[object Object]","4","5438","","","{""Q0"":0}",""
"","survey-likert","11","693602","0.0-7.0-4.0","2007","8500284","[object Object]","[object Object]","4","3383","","","{""Q0"":0}",""
"","survey-likert","12","696673","0.0-7.0-5.0","2007","8500284","[object Object]","[object Object]","4","3069","","","{""Q0"":0}",""
"","survey-likert","13","702122","0.0-7.0-6.0","2007","8500284","[object Object]","[object Object]","4","5446","","","{""Q0"":"""",""Q1"":2}",""
"","survey-likert","14","730322","0.0-7.0-7.0","2007","8500284","[object Object]","[object Object]","4","28198","","","{""Q0"":3,""Q1"":1}",""
"","survey-likert","15","733674","0.0-7.0-8.0","2007","8500284","[object Object]","[object Object]","4","3349","","","{""Q0"":2,""Q1"":3}",""
"","survey-likert","16","737474","0.0-7.0-9.0","2007","8500284","[object Object]","[object Object]","4","3794","","","{""Q0"":3,""Q1"":2}",""
"","survey-likert","17","743451","0.0-7.0-10.0","2007","8500284","[object Object]","[object Object]","4","5974","","","{""Q0"":2,""Q1"":3}",""
"","survey-likert","18","747324","0.0-7.0-11.0","2007","8500284","[object Object]","[object Object]","4","3870","","","{""Q0"":3,""Q1"":1}",""
"","survey-likert","19","750169","0.0-7.0-12.0","2007","8500284","[object Object]","[object Object]","4","2840","","","{""Q0"":2,""Q1"":3}",""
"","survey-likert","20","756699","0.0-7.0-13.0","2007","8500284","[object Object]","[object Object]","4","6525","","","{""Q0"":3,""Q1"":2}",""
"","survey-likert","21","762674","0.0-7.0-14.0","2007","8500284","[object Object]","[object Object]","4","5972","","","{""Q0"":2,""Q1"":3}",""
"","survey-likert","22","766451","0.0-7.0-15.0","2007","8500284","[object Object]","[object Object]","4","3769","","","{""Q0"":1,""Q1"":2}",""
"","survey-likert","23","769283","0.0-7.0-16.0","2007","8500284","[object Object]","[object Object]","4","2830","","","{""Q0"":3,""Q1"":2}",""
"","video","24","806618","0.0-7.0-0.1","2007","8500284","[object Object]","[object Object]","4","","[""clips/raw-2017-06-22-111246014789-jointtask.mp4""]","","",""
"","survey-text","25","889344","0.0-7.0-1.1","2007","8500284","[object Object]","[object Object]","4","82725","","","{""Q0"":""Enjoying while gives colors""}",""
"","survey-text","26","900168","0.0-7.0-2.1","2007","8500284","[object Object]","[object Object]","4","10820","","","{""Q0"":""6 years old""}",""
"","survey-likert","27","903368","0.0-7.0-3.1","2007","8500284","[object Object]","[object Object]","4","3198","","","{""Q0"":1}",""
"","survey-likert","28","905977","0.0-7.0-4.1","2007","8500284","[object Object]","[object Object]","4","2607","","","{""Q0"":0}",""
"","survey-likert","29","907496","0.0-7.0-5.1","2007","8500284","[object Object]","[object Object]","4","1518","","","{""Q0"":0}",""
"","survey-likert","30","910442","0.0-7.0-6.1","2007","8500284","[object Object]","[object Object]","4","2942","","","{""Q0"":3,""Q1"":2}",""
"","survey-likert","31","913650","0.0-7.0-7.1","2007","8500284","[object Object]","[object Object]","4","3206","","","{""Q0"":1,""Q1"":2}",""
"","survey-likert","32","915664","0.0-7.0-8.1","2007","8500284","[object Object]","[object Object]","4","2009","","","{""Q0"":3,""Q1"":2}",""
"","survey-likert","33","918657","0.0-7.0-9.1","2007","8500284","[object Object]","[object Object]","4","2990","","","{""Q0"":1,""Q1"":3}",""
"","survey-likert","34","922048","0.0-7.0-10.1","2007","8500284","[object Object]","[object Object]","4","3389","","","{""Q0"":3,""Q1"":2}",""
"","survey-likert","35","925385","0.0-7.0-11.1","2007","8500284","[object Object]","[object Object]","4","3333","","","{""Q0"":1,""Q1"":3}",""
"","survey-likert","36","927712","0.0-7.0-12.1","2007","8500284","[object Object]","[object Object]","4","2324","","","{""Q0"":3,""Q1"":1}",""
"","survey-likert","37","930481","0.0-7.0-13.1","2007","8500284","[object Object]","[object Object]","4","2765","","","{""Q0"":1,""Q1"":3}",""
"","survey-likert","38","932892","0.0-7.0-14.1","2007","8500284","[object Object]","[object Object]","4","2408","","","{""Q0"":3,""Q1"":1}",""
"","survey-likert","39","934792","0.0-7.0-15.1","2007","8500284","[object Object]","[object Object]","4","1896","","","{""Q0"":2,""Q1"":3}",""
"","survey-likert","40","937785","0.0-7.0-16.1","2007","8500284","[object Object]","[object Object]","4","2991","","","{""Q0"":3,""Q1"":2}",""
"","video","41","990543","0.0-7.0-0.2","2007","8500284","[object Object]","[object Object]","4","","[""clips/raw-2017-05-18-152118060656-independentdistress.mp4""]","","",""
