"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","3045","0.0-0.0","6574","6154779","[object Object]","[object Object]","3","","","","",""
"","html-keyboard-response","1","4273","0.0-1.0","6574","6154779","[object Object]","[object Object]","3","1215","Welcome to the experiment. Press any key to begin.","70","",""
"","survey-text","2","7929","0.0-2.0","6574","6154779","[object Object]","[object Object]","3","3651","","","{""Q0"":""A1GSIR59HGF3SZ""}",""
"","html-button-response","3","13635","0.0-3.0","6574","6154779","[object Object]","[object Object]","3","5702","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","26068","0.0-4.0","6574","6154779","[object Object]","[object Object]","3","12427","","","{""Q0"":""37"",""Q1"":""American"",""Q2"":""English"",""Q3"":""Masters degree""}",""
"","survey-likert","5","28139","0.0-5.0","6574","6154779","[object Object]","[object Object]","3","2068","","","{""Q0"":1}",""
"","html-keyboard-response","6","31185","0.0-6.0","6574","6154779","[object Object]","[object Object]","3","3043","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","82","",""
"","video","7","67060","0.0-7.0-0.0","6574","6154779","[object Object]","[object Object]","3","","[""clips/raw-2017-07-06-093740908665-demonstratemanhandle.mp4""]","","",""
"","survey-text","8","125635","0.0-7.0-1.0","6574","6154779","[object Object]","[object Object]","3","58570","","","{""Q0"":""They are both very talkative. The one in the yellow vest is more dominant than the other. Occasionally he oversteps and is grabby. They seem to get along, though. ""}",""
"","video","9","165916","0.0-7.0-0.1","6574","6154779","[object Object]","[object Object]","3","","[""clips/raw-2017-06-27-105946305604-laughing.mp4""]","","",""
"","survey-text","10","240154","0.0-7.0-1.1","6574","6154779","[object Object]","[object Object]","3","74232","","","{""Q0"":""They didn't not get along, but they did not interact a lot, either. I believe what they were doing could be called parallel play.""}",""
"","video","11","277964","0.0-7.0-0.2","6574","6154779","[object Object]","[object Object]","3","","[""clips/raw-2017-07-06-110834943320-thinking.mp4""]","","",""
"","survey-text","12","309989","0.0-7.0-1.2","6574","6154779","[object Object]","[object Object]","3","32023","","","{""Q0"":""They seemed to get along well. They played together cooperatively and showed each other how to navigate certain aspects of the game.""}",""
"","video","13","342737","0.0-7.0-0.3","6574","6154779","[object Object]","[object Object]","3","","[""clips/raw-2017-06-01-102743523980-jointtask.mp4""]","","",""
"","survey-text","14","373504","0.0-7.0-1.3","6574","6154779","[object Object]","[object Object]","3","30765","","","{""Q0"":""They seem like they like each other. The one in the yellow vest seemed to be paying slightly less attention, sometimes staring off into the distance.""}",""
"","html-keyboard-response","15","375702","0.0-8.0","6574","6154779","[object Object]","[object Object]","3","2175","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","70","",""
