"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","4728","0.0-0.0","3479","3599403","[object Object]","[object Object]","4","","","","",""
"","html-keyboard-response","1","8175","0.0-1.0","3479","3599403","[object Object]","[object Object]","4","3423","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","62235","0.0-2.0","3479","3599403","[object Object]","[object Object]","4","54054","","","{""Q0"":""A1QF14CNDAGL6X""}",""
"","html-button-response","3","75852","0.0-3.0","3479","3599403","[object Object]","[object Object]","4","13606","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","103778","0.0-4.0","3479","3599403","[object Object]","[object Object]","4","27916","","","{""Q0"":""30"",""Q1"":""India"",""Q2"":""English"",""Q3"":""Bachulor degree""}",""
"","survey-likert","5","127337","0.0-5.0","3479","3599403","[object Object]","[object Object]","4","23549","","","{""Q0"":0}",""
"","html-keyboard-response","6","130461","0.0-6.0","3479","3599403","[object Object]","[object Object]","4","3119","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","169363","0.0-7.0-0.0","3479","3599403","[object Object]","[object Object]","4","","[""clips/raw-2017-06-06-145135235899-independent.mp4""]","","",""
"","survey-text","8","207714","0.0-7.0-1.0","3479","3599403","[object Object]","[object Object]","4","38344","","","{""Q0"":""They were playing each other with something""}",""
"","survey-text","9","226344","0.0-7.0-2.0","3479","3599403","[object Object]","[object Object]","4","18623","","","{""Q0"":""they are around 3 to 4 years old""}",""
"","survey-likert","10","233260","0.0-7.0-3.0","3479","3599403","[object Object]","[object Object]","4","6906","","","{""Q0"":0}",""
"","survey-likert","11","242264","0.0-7.0-4.0","3479","3599403","[object Object]","[object Object]","4","8995","","","{""Q0"":0}",""
"","survey-likert","12","250208","0.0-7.0-5.0","3479","3599403","[object Object]","[object Object]","4","7939","","","{""Q0"":2}",""
"","survey-likert","13","259986","0.0-7.0-6.0","3479","3599403","[object Object]","[object Object]","4","9766","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","14","267125","0.0-7.0-7.0","3479","3599403","[object Object]","[object Object]","4","7130","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","15","284454","0.0-7.0-8.0","3479","3599403","[object Object]","[object Object]","4","17319","","","{""Q0"":4,""Q1"":3}",""
"","survey-likert","16","294475","0.0-7.0-9.0","3479","3599403","[object Object]","[object Object]","4","10011","","","{""Q0"":3,""Q1"":4}",""
"","survey-likert","17","303425","0.0-7.0-10.0","3479","3599403","[object Object]","[object Object]","4","8947","","","{""Q0"":4,""Q1"":3}",""
"","survey-likert","18","308426","0.0-7.0-11.0","3479","3599403","[object Object]","[object Object]","4","4996","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","19","316926","0.0-7.0-12.0","3479","3599403","[object Object]","[object Object]","4","8494","","","{""Q0"":0,""Q1"":0}",""
"","survey-likert","20","330255","0.0-7.0-13.0","3479","3599403","[object Object]","[object Object]","4","13319","","","{""Q0"":0,""Q1"":0}",""
"","survey-likert","21","334920","0.0-7.0-14.0","3479","3599403","[object Object]","[object Object]","4","4660","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","22","339915","0.0-7.0-15.0","3479","3599403","[object Object]","[object Object]","4","4991","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","23","345839","0.0-7.0-16.0","3479","3599403","[object Object]","[object Object]","4","5919","","","{""Q0"":0,""Q1"":1}",""
"","video","24","380766","0.0-7.0-0.1","3479","3599403","[object Object]","[object Object]","4","","[""clips/raw-2017-06-26-112331105839-1task1watch.mp4""]","","",""
"","survey-text","25","407543","0.0-7.0-1.1","3479","3599403","[object Object]","[object Object]","4","26768","","","{""Q0"":""They were playing each other""}",""
"","survey-text","26","420531","0.0-7.0-2.1","3479","3599403","[object Object]","[object Object]","4","12982","","","{""Q0"":""4 years""}",""
"","survey-likert","27","424464","0.0-7.0-3.1","3479","3599403","[object Object]","[object Object]","4","3931","","","{""Q0"":0}",""
"","survey-likert","28","427242","0.0-7.0-4.1","3479","3599403","[object Object]","[object Object]","4","2774","","","{""Q0"":0}",""
"","survey-likert","29","430593","0.0-7.0-5.1","3479","3599403","[object Object]","[object Object]","4","3335","","","{""Q0"":0}",""
"","survey-likert","30","437124","0.0-7.0-6.1","3479","3599403","[object Object]","[object Object]","4","6527","","","{""Q0"":0,""Q1"":0}",""
"","survey-likert","31","445914","0.0-7.0-7.1","3479","3599403","[object Object]","[object Object]","4","8778","","","{""Q0"":3,""Q1"":2}",""
"","survey-likert","32","450976","0.0-7.0-8.1","3479","3599403","[object Object]","[object Object]","4","5052","","","{""Q0"":3,""Q1"":2}",""
"","survey-likert","33","492529","0.0-7.0-9.1","3479","3599403","[object Object]","[object Object]","4","41543","","","{""Q0"":3,""Q1"":4}",""
"","survey-likert","34","496062","0.0-7.0-10.1","3479","3599403","[object Object]","[object Object]","4","3521","","","{""Q0"":3,""Q1"":2}",""
"","survey-likert","35","499590","0.0-7.0-11.1","3479","3599403","[object Object]","[object Object]","4","3517","","","{""Q0"":3,""Q1"":4}",""
