"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","3489","0.0-0.0","6519","25532","[object Object]","[object Object]","4","","","","",""
"","html-keyboard-response","1","6876","0.0-1.0","6519","25532","[object Object]","[object Object]","4","3382","Welcome to the experiment. Press any key to begin.","39","",""
"","survey-text","2","18655","0.0-2.0","6519","25532","[object Object]","[object Object]","4","11778","","","{""Q0"":""A1NMWUK6TZG333""}",""
"","html-button-response","3","30160","0.0-3.0","6519","25532","[object Object]","[object Object]","4","11503","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","43191","0.0-4.0","6519","25532","[object Object]","[object Object]","4","13031","","","{""Q0"":""33"",""Q1"":""white"",""Q2"":""English"",""Q3"":""Associate's degree""}",""
"","survey-likert","5","45216","0.0-5.0","6519","25532","[object Object]","[object Object]","4","2023","","","{""Q0"":0}",""
"","html-keyboard-response","6","51651","0.0-6.0","6519","25532","[object Object]","[object Object]","4","6435","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","85579","0.0-7.0-0.0","6519","25532","[object Object]","[object Object]","4","","[""clips/raw-2017-06-23-104918496756-independent.mp4""]","","",""
"","survey-text","8","211406","0.0-7.0-1.0","6519","25532","[object Object]","[object Object]","4","125825","","","{""Q0"":""The child on the right took possession of the majority of the space on the device and the child on the left seemed to accept it. Eventually, the child on the right moved to using on the opposite corner of the device from the other child and they leaned in opposite directions. It looked like they didn't directly interact and then separated from each other.""}",""
"","survey-text","9","217663","0.0-7.0-2.0","6519","25532","[object Object]","[object Object]","4","6254","","","{""Q0"":""4""}",""
"","survey-likert","10","226271","0.0-7.0-3.0","6519","25532","[object Object]","[object Object]","4","8607","","","{""Q0"":2}",""
"","survey-likert","11","229966","0.0-7.0-4.0","6519","25532","[object Object]","[object Object]","4","3693","","","{""Q0"":2}",""
"","survey-likert","12","232239","0.0-7.0-5.0","6519","25532","[object Object]","[object Object]","4","2271","","","{""Q0"":2}",""
"","survey-likert","13","238735","0.0-7.0-6.0","6519","25532","[object Object]","[object Object]","4","6495","","","{""Q0"":0,""Q1"":4}",""
"","survey-likert","14","245103","0.0-7.0-7.0","6519","25532","[object Object]","[object Object]","4","6366","","","{""Q0"":2,""Q1"":1}",""
"","survey-likert","15","249278","0.0-7.0-8.0","6519","25532","[object Object]","[object Object]","4","4172","","","{""Q0"":0,""Q1"":3}",""
"","survey-likert","16","255527","0.0-7.0-9.0","6519","25532","[object Object]","[object Object]","4","6247","","","{""Q0"":1,""Q1"":1}",""
"","survey-likert","17","259838","0.0-7.0-10.0","6519","25532","[object Object]","[object Object]","4","4309","","","{""Q0"":0,""Q1"":2}",""
"","survey-likert","18","265551","0.0-7.0-11.0","6519","25532","[object Object]","[object Object]","4","5710","","","{""Q0"":3,""Q1"":3}",""
"","survey-likert","19","269775","0.0-7.0-12.0","6519","25532","[object Object]","[object Object]","4","4221","","","{""Q0"":3,""Q1"":0}",""
"","survey-likert","20","275358","0.0-7.0-13.0","6519","25532","[object Object]","[object Object]","4","5582","","","{""Q0"":0,""Q1"":0}",""
"","survey-likert","21","279678","0.0-7.0-14.0","6519","25532","[object Object]","[object Object]","4","4318","","","{""Q0"":0,""Q1"":3}",""
"","survey-likert","22","287759","0.0-7.0-15.0","6519","25532","[object Object]","[object Object]","4","8078","","","{""Q0"":1,""Q1"":0}",""
"","survey-likert","23","291654","0.0-7.0-16.0","6519","25532","[object Object]","[object Object]","4","3893","","","{""Q0"":0,""Q1"":3}",""
