"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","2776","0.0-0.0","2846","3457632","[object Object]","[object Object]","3","","","","",""
"","html-keyboard-response","1","6376","0.0-1.0","2846","3457632","[object Object]","[object Object]","3","3588","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","15832","0.0-2.0","2846","3457632","[object Object]","[object Object]","3","9454","","","{""Q0"":""A3W24IE6P9O302""}",""
"","html-button-response","3","30712","0.0-3.0","2846","3457632","[object Object]","[object Object]","3","14878","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","68917","0.0-4.0","2846","3457632","[object Object]","[object Object]","3","38202","","","{""Q0"":""33"",""Q1"":""white American"",""Q2"":""English"",""Q3"":""Associates""}",""
"","survey-likert","5","72388","0.0-5.0","2846","3457632","[object Object]","[object Object]","3","3471","","","{""Q0"":0}",""
"","html-keyboard-response","6","81231","0.0-6.0","2846","3457632","[object Object]","[object Object]","3","8841","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","13","",""
"","video","7","120460","0.0-7.0-0.0","2846","3457632","[object Object]","[object Object]","3","","[""clips/raw-2017-06-06-145135235899-independent.mp4""]","","",""
"","survey-text","8","195296","0.0-7.0-1.0","2846","3457632","[object Object]","[object Object]","3","74833","","","{""Q0"":""I noticed they seemed to be playing well together. I also noticed at some points it seemed like the girl would fallow in the direction of the boy. I noticed if he was working in a certain area sometimes she would come to that area and other times she did not.""}",""
"","video","9","228382","0.0-7.0-0.1","2846","3457632","[object Object]","[object Object]","3","","[""clips/raw-2017-06-20-140956193720-showingfight.mp4""]","","",""
"","survey-text","10","302716","0.0-7.0-1.1","2846","3457632","[object Object]","[object Object]","3","74330","","","{""Q0"":""I noticed these two did not interact as well as the last ones. In this example I noticed the girl was doing most of the plying. It did not appear it was the boys choice either. It seems she was making most of the decisions.""}",""
"","video","11","341627","0.0-7.0-0.2","2846","3457632","[object Object]","[object Object]","3","","[""clips/raw-2017-05-18-152118060656-independentdistress.mp4""]","","",""
"","survey-text","12","415100","0.0-7.0-1.2","2846","3457632","[object Object]","[object Object]","3","73468","","","{""Q0"":""There was not much of an interaction in this one. Most of the time the girl was playing and the boy looked either bored or just did not care to play with her. She did not seem like she was dominating in this video like the last, but she was playing more than the boy was. I am assuming they might not know each other.""}",""
"","video","13","455054","0.0-7.0-0.3","2846","3457632","[object Object]","[object Object]","3","","[""clips/raw-2017-06-06-150808383862-fight.mp4""]","","",""
"","survey-text","14","532922","0.0-7.0-1.3","2846","3457632","[object Object]","[object Object]","3","77862","","","{""Q0"":""I noticed the boy in red tries to be very dominant. Both kids seem to be having a lot of fun, but the one seems like he is trying to run the show. I noticed that when the other kid does something he seems to put his hands in the way or erase what the other boy has done.""}",""
"","html-keyboard-response","15","536656","0.0-8.0","2846","3457632","[object Object]","[object Object]","3","3732","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","32","",""
