"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","2366","0.0-0.0","5042","3515863","[object Object]","[object Object]","3","","","","",""
"","html-keyboard-response","1","3269","0.0-1.0","5042","3515863","[object Object]","[object Object]","3","893","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","9457","0.0-2.0","5042","3515863","[object Object]","[object Object]","3","6182","","","{""Q0"":""ATADQXPHL10Y8""}",""
"","html-button-response","3","11286","0.0-3.0","5042","3515863","[object Object]","[object Object]","3","1819","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","21649","0.0-4.0","5042","3515863","[object Object]","[object Object]","3","10358","","","{""Q0"":""33"",""Q1"":""American"",""Q2"":""English"",""Q3"":""High School""}",""
"","survey-likert","5","23929","0.0-5.0","5042","3515863","[object Object]","[object Object]","3","2274","","","{""Q0"":0}",""
"","html-keyboard-response","6","27162","0.0-6.0","5042","3515863","[object Object]","[object Object]","3","3229","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","75","",""
"","video","7","62933","0.0-7.0-0.0","5042","3515863","[object Object]","[object Object]","3","","[""clips/raw-2017-06-26-112331105839-1task1watch.mp4""]","","",""
"","survey-text","8","80597","0.0-7.0-1.0","5042","3515863","[object Object]","[object Object]","3","17645","","","{""Q0"":""They seem to be having fun and enjoying themselves.""}",""
"","video","9","115398","0.0-7.0-0.1","5042","3515863","[object Object]","[object Object]","3","","[""clips/raw-2017-06-22-111246014789-jointtask.mp4""]","","",""
"","survey-text","10","124809","0.0-7.0-1.1","5042","3515863","[object Object]","[object Object]","3","9407","","","{""Q0"":""They seemed to be doing their own thing and not working in unison""}",""
"","video","11","159378","0.0-7.0-0.2","5042","3515863","[object Object]","[object Object]","3","","[""clips/raw-2017-06-29-105524492596-1task1watch.mp4""]","","",""
"","survey-text","12","171118","0.0-7.0-1.2","5042","3515863","[object Object]","[object Object]","3","11735","","","{""Q0"":""the female seemed to be directing the male on what to do.""}",""
"","video","13","206092","0.0-7.0-0.3","5042","3515863","[object Object]","[object Object]","3","","[""clips/raw-2017-07-06-093740908665-demonstratemanhandle.mp4""]","","",""
"","survey-text","14","214330","0.0-7.0-1.3","5042","3515863","[object Object]","[object Object]","3","8222","","","{""Q0"":""They seem to do their own thing but enjoy each other""}",""
"","html-keyboard-response","15","216490","0.0-8.0","5042","3515863","[object Object]","[object Object]","3","2155","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","74","",""
