"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","4446","0.0-0.0","6872","8559162","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","8272","0.0-1.0","6872","8559162","[object Object]","[object Object]","1","3813","Welcome to the experiment. Press any key to begin.","71","",""
"","survey-text","2","86153","0.0-2.0","6872","8559162","[object Object]","[object Object]","1","77877","","","{""Q0"":""AUOWZ0WY498SC""}",""
"","html-button-response","3","112633","0.0-3.0","6872","8559162","[object Object]","[object Object]","1","26475","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","152171","0.0-4.0","6872","8559162","[object Object]","[object Object]","1","39528","","","{""Q0"":""56"",""Q1"":""American"",""Q2"":""English"",""Q3"":""High School Diploma""}",""
"","survey-likert","5","155518","0.0-5.0","6872","8559162","[object Object]","[object Object]","1","3290","","","{""Q0"":1}",""
"","html-keyboard-response","6","166536","0.0-6.0","6872","8559162","[object Object]","[object Object]","1","11009","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","70","",""
"","video","7","206328","0.0-7.0-0.0","6872","8559162","[object Object]","[object Object]","1","","[""clips/2017-05-18-152118060656-independentdistress.mp4""]","","",""
"","survey-text","8","264795","0.0-7.0-1.0","6872","8559162","[object Object]","[object Object]","1","58462","","","{""Q0"":""It looked like they were boxing and doing fancy footwork.""}",""
"","video","9","289169","0.0-7.0-0.1","6872","8559162","[object Object]","[object Object]","1","","[""clips/2017-06-01-102743523980-jointtask.mp4""]","","",""
"","survey-text","10","325011","0.0-7.0-1.1","6872","8559162","[object Object]","[object Object]","1","35833","","","{""Q0"":""It looked like they were looking down at something and pointing.""}",""
"","video","11","352999","0.0-7.0-0.2","6872","8559162","[object Object]","[object Object]","1","","[""clips/2017-06-13-140354392253-laugh.mp4""]","","",""
"","survey-text","12","396378","0.0-7.0-1.2","6872","8559162","[object Object]","[object Object]","1","43373","","","{""Q0"":""It looked like they were petting and rubbing something.""}",""
"","video","13","424313","0.0-7.0-0.3","6872","8559162","[object Object]","[object Object]","1","","[""clips/2017-07-05-102437565816-gestures.mp4""]","","",""
"","survey-text","14","468459","0.0-7.0-1.3","6872","8559162","[object Object]","[object Object]","1","44134","","","{""Q0"":""It looked like they were in the water swimming and rowing and then drying off.""}",""
"","html-keyboard-response","15","487306","0.0-8.0","6872","8559162","[object Object]","[object Object]","1","18840","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you skeleton versions of videos of social interactions showing stick-men figures. <br /> Other participants will have watched the original videos of real people. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","83","",""
