"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","2699","0.0-0.0","8386","8955090","[object Object]","[object Object]","3","","","","",""
"","html-keyboard-response","1","4631","0.0-1.0","8386","8955090","[object Object]","[object Object]","3","1916","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","16181","0.0-2.0","8386","8955090","[object Object]","[object Object]","3","11542","","","{""Q0"":""A13BZCNJ0WR1T7""}",""
"","html-button-response","3","122756","0.0-3.0","8386","8955090","[object Object]","[object Object]","3","106570","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","141777","0.0-4.0","8386","8955090","[object Object]","[object Object]","3","19016","","","{""Q0"":""34"",""Q1"":""American"",""Q2"":""English"",""Q3"":""Associates""}",""
"","survey-likert","5","145050","0.0-5.0","8386","8955090","[object Object]","[object Object]","3","3267","","","{""Q0"":0}",""
"","html-keyboard-response","6","149245","0.0-6.0","8386","8955090","[object Object]","[object Object]","3","4189","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","185441","0.0-7.0-0.0","8386","8955090","[object Object]","[object Object]","3","","[""clips/raw-2017-06-13-140354392253-laugh.mp4""]","","",""
"","survey-text","8","231367","0.0-7.0-1.0","8386","8955090","[object Object]","[object Object]","3","45920","","","{""Q0"":""They were laughing and playing together. The girl in the pink would swipe her hands at the other girl to get her to stop doing something.""}",""
"","video","9","271636","0.0-7.0-0.1","8386","8955090","[object Object]","[object Object]","3","","[""clips/raw-2017-06-06-145135235899-independent.mp4""]","","",""
"","survey-text","10","322782","0.0-7.0-1.1","8386","8955090","[object Object]","[object Object]","3","51140","","","{""Q0"":""That they were focusing on the job. Both of them were doing equal amount of work.""}",""
"","video","11","360433","0.0-7.0-0.2","8386","8955090","[object Object]","[object Object]","3","","[""clips/raw-2017-06-22-101045562870-playing.mp4""]","","",""
"","survey-text","12","432005","0.0-7.0-1.2","8386","8955090","[object Object]","[object Object]","3","71567","","","{""Q0"":""They seem to be interacting quite well with each other. Although a little procrastination when their attention is directed elsewhere. The yellow tend to pause when the pink girl is doing something.""}",""
"","video","13","472443","0.0-7.0-0.3","8386","8955090","[object Object]","[object Object]","3","","[""clips/raw-2017-06-16-110134843091-turntaking.mp4""]","","",""
"","survey-text","14","501440","0.0-7.0-1.3","8386","8955090","[object Object]","[object Object]","3","28990","","","{""Q0"":""They working well together. Each other taking turn to do things. If pink is doing something then yellow wait for his turn and vice versa.""}",""
"","html-keyboard-response","15","515213","0.0-8.0","8386","8955090","[object Object]","[object Object]","3","13765","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","32","",""
