"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","4383","0.0-0.0","2472","92641","[object Object]","[object Object]","1","","","","",""
"","html-keyboard-response","1","8294","0.0-1.0","2472","92641","[object Object]","[object Object]","1","3906","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","18328","0.0-2.0","2472","92641","[object Object]","[object Object]","1","10032","","","{""Q0"":""A49KQWKKE9TM9""}",""
"","html-button-response","3","27521","0.0-3.0","2472","92641","[object Object]","[object Object]","1","9189","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","53506","0.0-4.0","2472","92641","[object Object]","[object Object]","1","25983","","","{""Q0"":""26"",""Q1"":""United States"",""Q2"":""English"",""Q3"":""GED""}",""
"","survey-likert","5","56627","0.0-5.0","2472","92641","[object Object]","[object Object]","1","3118","","","{""Q0"":0}",""
"","html-keyboard-response","6","71631","0.0-6.0","2472","92641","[object Object]","[object Object]","1","15004","<p>During this experiment you will be shown 4 short videos of skeletal figures representing children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","102030","0.0-7.0-0.0","2472","92641","[object Object]","[object Object]","1","","[""clips/2017-06-06-145135235899-independent.mp4""]","","",""
"","survey-text","8","126407","0.0-7.0-1.0","2472","92641","[object Object]","[object Object]","1","24375","","","{""Q0"":""They seemed to be trying to get something out of the hand of the figure they were interacting with. ""}",""
"","video","9","153635","0.0-7.0-0.1","2472","92641","[object Object]","[object Object]","1","","[""clips/2017-07-05-102437565816-gestures.mp4""]","","",""
"","survey-text","10","185782","0.0-7.0-1.1","2472","92641","[object Object]","[object Object]","1","32146","","","{""Q0"":""They seemed to be trying to initiative some sort of hand game, such as  patty cake. ""}",""
"","video","11","215001","0.0-7.0-0.2","2472","92641","[object Object]","[object Object]","1","","[""clips/2017-06-20-105505400084-showing.mp4""]","","",""
"","survey-text","12","261975","0.0-7.0-1.2","2472","92641","[object Object]","[object Object]","1","46972","","","{""Q0"":""One of the children appeared to be trying to show the other child something that he was holding, and the other child appeared to not be very interested in it. ""}",""
"","video","13","294823","0.0-7.0-0.3","2472","92641","[object Object]","[object Object]","1","","[""clips/2017-07-06-110834943320-thinking.mp4""]","","",""
"","survey-text","14","337437","0.0-7.0-1.3","2472","92641","[object Object]","[object Object]","1","42612","","","{""Q0"":""It looked like one of the children was trying to demonstrate some sort of hand based dance move to the other child. The other child appeared to not understand how to do it and was displeased with himself. ""}",""
"","html-keyboard-response","15","355920","0.0-8.0","2472","92641","[object Object]","[object Object]","1","18480","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you skeleton versions of videos of social interactions showing stick-men figures. <br /> Other participants will have watched the original videos of real people. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","32","",""
