"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","surveyCode","mturkID","Demographics","condition","rt","stimulus","key_press","responses","button_pressed"
"true","fullscreen","0","6276","0.0-0.0","8394","6188495","[object Object]","[object Object]","3","","","","",""
"","html-keyboard-response","1","9553","0.0-1.0","8394","6188495","[object Object]","[object Object]","3","3274","Welcome to the experiment. Press any key to begin.","32","",""
"","survey-text","2","25580","0.0-2.0","8394","6188495","[object Object]","[object Object]","3","16025","","","{""Q0"":""A3F51C49T9A34D""}",""
"","html-button-response","3","37682","0.0-3.0","8394","6188495","[object Object]","[object Object]","3","12100","<p> Consent Form. <p><p> In this experiment you will watch videos of children interacting.<p><p> You will be asked questions about each video that you watch. <p><p> Your responses will be anonymised and saved at the end of the experiment.<p><p> You can withdraw from the experiment any time without penalty or loss of benefits to which you are otherwise entitled. You can withdraw by pressing the ESC button during the experiment, or by contacting the researchers after completing the experiment. <p><p> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <p><p> <p><p> Please indicate below if you consent to participate in this study. (If you choose not to consent, press ESC to leave the experiment window.) <p>","","","0"
"","survey-text","4","64994","0.0-4.0","8394","6188495","[object Object]","[object Object]","3","27310","","","{""Q0"":""52"",""Q1"":""american"",""Q2"":""english"",""Q3"":""masters""}",""
"","survey-likert","5","69523","0.0-5.0","8394","6188495","[object Object]","[object Object]","3","4528","","","{""Q0"":0}",""
"","html-keyboard-response","6","75919","0.0-6.0","8394","6188495","[object Object]","[object Object]","3","6395","<p>During this experiment you will be shown 4 short videos of children interacting.</p><p> Pay particular attention to the way the children interact. </p><p> After each video you will be asked some questions about what you have watched. <p/><p>Press any key to begin.</p>","32","",""
"","video","7","112585","0.0-7.0-0.0","8394","6188495","[object Object]","[object Object]","3","","[""clips/raw-2017-06-26-112331105839-1task1watch.mp4""]","","",""
"","survey-text","8","153490","0.0-7.0-1.0","8394","6188495","[object Object]","[object Object]","3","40903","","","{""Q0"":""the girl was telling the boy what to do""}",""
"","video","9","188266","0.0-7.0-0.1","8394","6188495","[object Object]","[object Object]","3","","[""clips/raw-2017-06-13-140354392253-laugh.mp4""]","","",""
"","survey-text","10","251787","0.0-7.0-1.1","8394","6188495","[object Object]","[object Object]","3","63519","","","{""Q0"":""the girl on left wanted to just have fun while the girl on right was more serious and looks like at the end she became despondent""}",""
"","video","11","285215","0.0-7.0-0.2","8394","6188495","[object Object]","[object Object]","3","","[""clips/raw-2017-06-01-102743523980-jointtask.mp4""]","","",""
"","survey-text","12","337514","0.0-7.0-1.2","8394","6188495","[object Object]","[object Object]","3","52298","","","{""Q0"":""looks like both where into the game and the boy on the right was talkative""}",""
"","video","13","371538","0.0-7.0-0.3","8394","6188495","[object Object]","[object Object]","3","","[""clips/raw-2017-06-23-104918496756-independent.mp4""]","","",""
"","survey-text","14","415593","0.0-7.0-1.3","8394","6188495","[object Object]","[object Object]","3","44053","","","{""Q0"":""looks like each boy was just doing their own thing and not really responding to each other""}",""
"","html-keyboard-response","15","435777","0.0-8.0","8394","6188495","[object Object]","[object Object]","3","20182","<p>Debrief.<br /> This study examines what types of information humans can gain from observing people's movements in a social interaction. <br /> We showed you the original versions of videos of social interactions showing real people. <br /> Other participants will have watched skeleton versions showing stick-figures. <br /> We want to know what people can work out about the interaction from watching the stick figures (movement only) compared to the original videos. <br /> If you have any questions please contact Severin Lemaignan at severin.lemaignan@uwe.ac.uk <br /> Press any key to continue. </p>","32","",""
